id,reference_id,specimen,reviewer,nistir_id,p58_db,p58_fragility,comp_type,sub_type,connection_detail,material_class,size_class,test_type,loading_protocol,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,ds_intensity,ds_intensity_unit,ds_intensity_alt,ds_intensity_unit_alt,ds_rank,ds_class,notes,requires_review
exp2322a,HET-2021-CYC,Phase I. Specimen D,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Pin connections,Tee-shaped energy dissipaters,,"Quasi-static Cyclic, uniaxial",The loading protocols with gradually increasing peak displacements as recommended by ANSI/AISC 341-16 for the qualifying cyclic tests of the beam-to-column moment connections in special and intermediate moment frames,5% drift of specimen,China,"experimentally demonstrate
 the benefits of the new exterior wall system with steel
 tapered - tee energy absorbers installed between two adjacent panels","1.a single-story frame (2m high x 3.3 m wide) in which two precast panels and six identical steel tee energy absorbers were installed.
 2. precast panel: 200-mm thick, 1100-mm wide, and 2500-mm high.
 3. doubly reinforced as a one-way slab using the steel bars with the nominal diameter of 8 mm
 4. the precast wall panel was also locally reinforced over the segments close to the bolt holes using the steel bars with the nominal diameter of 8 mm. 
 5. All the steel bars had the same nominal yield strength of 400 MPa.
 6. the widths of the wide and narrow ends of the tee web, denoted as bw and bn, were kept constant at 200 mm and 18 mm
 7. the length of the web segment inserted in to the gap between two adjacent restrainers was kept constant at 24 mm.
 8. Properties of Tee-connector: tw=10mm, lw=100mm, r=24mm, tf=15mm, tr=16 mm, td=15 mm, hot rolled steel",No Damage,,0.0,,,,,,No damage,,
exp2323a,HET-2021-CYC,Phase I. Specimen E,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Pin connections,Tee-shaped energy dissipaters,,"Quasi-static Cyclic, uniaxial",The loading protocols with gradually increasing peak displacements as recommended by ANSI/AISC 341-16 for the qualifying cyclic tests of the beam-to-column moment connections in special and intermediate moment frames,5% drift of specimen,China,"experimentally demonstrate
 the benefits of the new exterior wall system with steel
 tapered - tee energy absorbers installed between two adjacent panels","1.a single-story frame (2m high x 3.3 m wide) in which two precast panels and six identical steel tee energy absorbers were installed.
 2. precast panel: 200-mm thick, 1100-mm wide, and 2500-mm high.
 3. doubly reinforced as a one-way slab using the steel bars with the nominal diameter of 8 mm
 4. the precast wall panel was also locally reinforced over the segments close to the bolt holes using the steel bars with the nominal diameter of 8 mm. 
 5. All the steel bars had the same nominal yield strength of 400 MPa.
 6. the widths of the wide and narrow ends of the tee web, denoted as bw and bn, were kept constant at 200 mm and 18 mm
 7. the length of the web segment inserted in to the gap between two adjacent restrainers was kept constant at 24 mm.
 8. Properties of Tee-connector: tw=10mm, lw=120mm, r=0mm, tf=15mm, tr=16 mm, td=15 mm, Welded steel",No Damage,,0.0,,,,,,No damage,,
exp2324a,HET-2021-CYC,Phase II. Specimen A,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Pin connections,Tee-shaped energy dissipaters,,"Quasi-static Cyclic, uniaxial",The loading protocols with constant peak displacements,5% drift of specimen,China,"experimentally demonstrate
 the benefits of the new exterior wall system with steel
 tapered - tee energy absorbers installed between two adjacent panels","1.a single-story frame (2m high x 3.3 m wide) in which two precast panels and six identical steel tee energy absorbers were installed.
 2. precast panel: 200-mm thick, 1100-mm wide, and 2500-mm high.
 3. doubly reinforced as a one-way slab using the steel bars with the nominal diameter of 8 mm
 4. the precast wall panel was also locally reinforced over the segments close to the bolt holes using the steel bars with the nominal diameter of 8 mm. 
 5. All the steel bars had the same nominal yield strength of 400 MPa.
 6. the widths of the wide and narrow ends of the tee web, denoted as bw and bn, were kept constant at 200 mm and 18 mm
 7. the length of the web segment inserted in to the gap between two adjacent restrainers was kept constant at 24 mm.
 8. Properties of Tee-connector: tw=10mm, lw=120mm, r=24mm, tf=15mm, tr=16 mm, td=15 mm, hot rolled steel",visible ruptures at the wide ends close to the web-flange intersections,web plate yielding,0.0,0.05,Story Drift Ratio,,,,Consequential,"Damage observed after the completion of the 16th
 cycle, some of the tee webs developed the visible ruptures at the wide
 ends close to the web-flange intersections",
exp2325a,HET-2021-CYC,Phase II. Specimen B,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Pin connections,Tee-shaped energy dissipaters,,"Quasi-static Cyclic, uniaxial",The loading protocols with constant peak displacements,5% drift of specimen,China,"experimentally demonstrate
 the benefits of the new exterior wall system with steel
 tapered - tee energy absorbers installed between two adjacent panels","1.a single-story frame (2m high x 3.3 m wide) in which two precast panels and six identical steel tee energy absorbers were installed.
 2. precast panel: 200-mm thick, 1100-mm wide, and 2500-mm high.
 3. doubly reinforced as a one-way slab using the steel bars with the nominal diameter of 8 mm
 4. the precast wall panel was also locally reinforced over the segments close to the bolt holes using the steel bars with the nominal diameter of 8 mm. 
 5. All the steel bars had the same nominal yield strength of 400 MPa.
 6. the widths of the wide and narrow ends of the tee web, denoted as bw and bn, were kept constant at 200 mm and 18 mm
 7. the length of the web segment inserted in to the gap between two adjacent restrainers was kept constant at 24 mm.
 8. Properties of Tee-connector: tw=8mm, lw=120mm, r=16mm, tf=13mm, tr=29 mm, td=13 mm, hot rolled steel",No Damage,web plate yielding,0.0,,,,,,No damage,tested only up to 13 cycles,
exp2326a,HET-2021-CYC,Phase II. Specimen C,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Pin connections,Tee-shaped energy dissipaters,,"Quasi-static Cyclic, uniaxial",The loading protocols with constant peak displacements,5% drift of specimen,China,"experimentally demonstrate
 the benefits of the new exterior wall system with steel
 tapered - tee energy absorbers installed between two adjacent panels","1.a single-story frame (2m high x 3.3 m wide) in which two precast panels and six identical steel tee energy absorbers were installed.
 2. precast panel: 200-mm thick, 1100-mm wide, and 2500-mm high.
 3. doubly reinforced as a one-way slab using the steel bars with the nominal diameter of 8 mm
 4. the precast wall panel was also locally reinforced over the segments close to the bolt holes using the steel bars with the nominal diameter of 8 mm. 
 5. All the steel bars had the same nominal yield strength of 400 MPa.
 6. the widths of the wide and narrow ends of the tee web, denoted as bw and bn, were kept constant at 200 mm and 18 mm
 7. the length of the web segment inserted in to the gap between two adjacent restrainers was kept constant at 24 mm.
 8. Properties of Tee-connector: tw=12mm, lw=120mm, r=28mm, tf=17mm, tr=8 mm, td=17 mm, hot rolled steel",visible ruptures at the wide ends close to the web-flange intersections,web plate yielding,0.0,0.05,Story Drift Ratio,,,,Consequential,Visible ruptures occurred in the 24th cycle,
exp2327a,HET-2021-CYC,Phase II. Specimen D,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Pin connections,Tee-shaped energy dissipaters,,"Quasi-static Cyclic, uniaxial",The loading protocols with constant peak displacements,5% drift of specimen,China,"experimentally demonstrate
 the benefits of the new exterior wall system with steel
 tapered - tee energy absorbers installed between two adjacent panels","1.a single-story frame (2m high x 3.3 m wide) in which two precast panels and six identical steel tee energy absorbers were installed.
 2. precast panel: 200-mm thick, 1100-mm wide, and 2500-mm high.
 3. doubly reinforced as a one-way slab using the steel bars with the nominal diameter of 8 mm
 4. the precast wall panel was also locally reinforced over the segments close to the bolt holes using the steel bars with the nominal diameter of 8 mm. 
 5. All the steel bars had the same nominal yield strength of 400 MPa.
 6. the widths of the wide and narrow ends of the tee web, denoted as bw and bn, were kept constant at 200 mm and 18 mm
 7. the length of the web segment inserted in to the gap between two adjacent restrainers was kept constant at 24 mm.
 8. Properties of Tee-connector: tw=10mm, lw=100mm, r=24mm, tf=15mm, tr=16 mm, td=15 mm, hot rolled steel",No Damage,web plate yielding,0.0,,,,,,No damage,tested only up to 9 cycles,
exp2328a,HET-2021-CYC,Phase II. Specimen E,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Pin connections,Tee-shaped energy dissipaters,,"Quasi-static Cyclic, uniaxial",The loading protocols with constant peak displacements,5% drift of specimen,China,"experimentally demonstrate
 the benefits of the new exterior wall system with steel
 tapered - tee energy absorbers installed between two adjacent panels","1.a single-story frame (2m high x 3.3 m wide) in which two precast panels and six identical steel tee energy absorbers were installed.
 2. precast panel: 200-mm thick, 1100-mm wide, and 2500-mm high.
 3. doubly reinforced as a one-way slab using the steel bars with the nominal diameter of 8 mm
 4. the precast wall panel was also locally reinforced over the segments close to the bolt holes using the steel bars with the nominal diameter of 8 mm. 
 5. All the steel bars had the same nominal yield strength of 400 MPa.
 6. the widths of the wide and narrow ends of the tee web, denoted as bw and bn, were kept constant at 200 mm and 18 mm
 7. the length of the web segment inserted in to the gap between two adjacent restrainers was kept constant at 24 mm.
 8. Properties of Tee-connector: tw=10mm, lw=120mm, r=0mm, tf=15mm, tr=16 mm, td=15 mm, Welded steel",visible ruptures at the wide ends close to the web-flange intersections; occurred in the web plate base material (not in the welding material),web plate yielding,0.0,0.05,Story Drift Ratio,,,,No damage,visible ruptures occurred in the 12th cycle,
exp2329a,BRU-2017-FRI,S-1,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Pin connections,Friction based devices,,"Quasi-static Cyclic, uniaxial","Protocol II consists of constant displacement amplitudes of
 ±40 mm repeated ten times.",1.4% drift of specimen,"Laboratorio Prove e Materiali of Politecnico
 di Milano, Italy","investigate the behaviour of both single devices and groups of joint connections when subjected to sliding
 between concrete panels","1. It consists of of two solid concrete panels 129 cm large, 323 cm long and 16 cm thick, with aspect ratio equal to 2,50.
 2. The panels are provided with a top vertical slot at mid-width for the installation of the panel-to-beam connection, with a distance from the bottom panel-to-foundation connection to the top panel-to-beam connection of 280 cm.
 3. The base panel connection is made with a pin inserted into a steel fork bolted to sockets embedded into the panel and to the foundation beam.
 4. The top panel connections are made of passing round holes hosting steel pins that connect the panels to the steel articulated frame that transmits the imposed displacements to the panels.
 5. The recesses in the panels have been designed in order to accommodate the FBDs made with symmetric T-shaped profiles and class 10.9 M14 bolts provided with Belleville washers.
 6. Number of connections = 1",No Damage,,0.0,,,,,,No damage,"Friction Based Devices (FBDs) are mechanical connections
 inserted into appropriate recesses within the joints between vertical
 or horizontal concrete panels. The FBD is made by three elements assembled through bolts.",
exp2330a,BRU-2017-FRI,S-2,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Pin connections,Friction based devices,,"Quasi-static Cyclic, uniaxial","Protocol III consists of increasing displacements with amplitudes:
 2,5–5–10–20–40 mm. Each amplitude is cycled three
 times.",1.4% drift of specimen,"Laboratorio Prove e Materiali of Politecnico
 di Milano, Italy","investigate the behaviour of both single devices and groups of joint connections when subjected to sliding
 between concrete panels","1. It consists of of two solid concrete panels 129 cm large, 323 cm long and 16 cm thick, with aspect ratio equal to 2,50.
 2. The panels are provided with a top vertical slot at mid-width for the installation of the panel-to-beam connection, with a distance from the bottom panel-to-foundation connection to the top panel-to-beam connection of 280 cm.
 3. The base panel connection is made with a pin inserted into a steel fork bolted to sockets embedded into the panel and to the foundation beam.
 4. The top panel connections are made of passing round holes hosting steel pins that connect the panels to the steel articulated frame that transmits the imposed displacements to the panels.
 5. The recesses in the panels have been designed in order to accommodate the FBDs made with symmetric T-shaped profiles and class 10.9 M14 bolts provided with Belleville washers.
 6. Number of connections = 1",No Damage,,0.0,,,,,,No damage,"Friction Based Devices (FBDs) are mechanical connections
 inserted into appropriate recesses within the joints between vertical
 or horizontal concrete panels. The FBD is made by three elements assembled through bolts.",
exp2331a,BRU-2017-FRI,S-3,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Pin connections,Friction based devices,,"Quasi-static Cyclic, uniaxial","Protocol II consists of constant displacement amplitudes of
 ±40 mm repeated ten times.",1.4% drift of specimen,"Laboratorio Prove e Materiali of Politecnico
 di Milano, Italy","investigate the behaviour of both single devices and groups of joint connections when subjected to sliding
 between concrete panels","1. It consists of of two solid concrete panels 129 cm large, 323 cm long and 16 cm thick, with aspect ratio equal to 2,50.
 2. The panels are provided with a top vertical slot at mid-width for the installation of the panel-to-beam connection, with a distance from the bottom panel-to-foundation connection to the top panel-to-beam connection of 280 cm.
 3. The base panel connection is made with a pin inserted into a steel fork bolted to sockets embedded into the panel and to the foundation beam.
 4. The top panel connections are made of passing round holes hosting steel pins that connect the panels to the steel articulated frame that transmits the imposed displacements to the panels.
 5. The recesses in the panels have been designed in order to accommodate the FBDs made with symmetric T-shaped profiles and class 10.9 M14 bolts provided with Belleville washers.
 6. Number of connections = 2",No Damage,,0.0,,,,,,No damage,"Friction Based Devices (FBDs) are mechanical connections
 inserted into appropriate recesses within the joints between vertical
 or horizontal concrete panels. The FBD is made by three elements assembled through bolts.",
exp2332a,BRU-2017-FRI,S-4,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Pin connections,Friction based devices,,"Quasi-static Cyclic, uniaxial","Protocol III consists of increasing displacements with amplitudes:
 2,5–5–10–20–40 mm. Each amplitude is cycled three
 times.",1.4% drift of specimen,"Laboratorio Prove e Materiali of Politecnico
 di Milano, Italy","investigate the behaviour of both single devices and groups of joint connections when subjected to sliding
 between concrete panels","1. It consists of of two solid concrete panels 129 cm large, 323 cm long and 16 cm thick, with aspect ratio equal to 2,50.
 2. The panels are provided with a top vertical slot at mid-width for the installation of the panel-to-beam connection, with a distance from the bottom panel-to-foundation connection to the top panel-to-beam connection of 280 cm.
 3. The base panel connection is made with a pin inserted into a steel fork bolted to sockets embedded into the panel and to the foundation beam.
 4. The top panel connections are made of passing round holes hosting steel pins that connect the panels to the steel articulated frame that transmits the imposed displacements to the panels.
 5. The recesses in the panels have been designed in order to accommodate the FBDs made with symmetric T-shaped profiles and class 10.9 M14 bolts provided with Belleville washers.
 6. Number of connections = 2",No Damage,,0.0,,,,,,No damage,"Friction Based Devices (FBDs) are mechanical connections
 inserted into appropriate recesses within the joints between vertical
 or horizontal concrete panels. The FBD is made by three elements assembled through bolts.",
exp2333a,BRU-2017-FRI,S-5,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Pin connections,Friction based devices,,"Quasi-static Cyclic, uniaxial","Protocol II consists of constant displacement amplitudes of
 ±40 mm repeated ten times.",1.4% drift of specimen,"Laboratorio Prove e Materiali of Politecnico
 di Milano, Italy","investigate the behaviour of both single devices and groups of joint connections when subjected to sliding
 between concrete panels","1. It consists of of two solid concrete panels 129 cm large, 323 cm long and 16 cm thick, with aspect ratio equal to 2,50.
 2. The panels are provided with a top vertical slot at mid-width for the installation of the panel-to-beam connection, with a distance from the bottom panel-to-foundation connection to the top panel-to-beam connection of 280 cm.
 3. The base panel connection is made with a pin inserted into a steel fork bolted to sockets embedded into the panel and to the foundation beam.
 4. The top panel connections are made of passing round holes hosting steel pins that connect the panels to the steel articulated frame that transmits the imposed displacements to the panels.
 5. The recesses in the panels have been designed in order to accommodate the FBDs made with symmetric T-shaped profiles and class 10.9 M14 bolts provided with Belleville washers.
 6. Number of connections = 3",No Damage,,0.0,,,,,,No damage,"Friction Based Devices (FBDs) are mechanical connections
 inserted into appropriate recesses within the joints between vertical
 or horizontal concrete panels. The FBD is made by three elements assembled through bolts.",
exp2334a,BRU-2017-FRI,S-6,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Pin connections,Friction based devices,,"Quasi-static Cyclic, uniaxial","Protocol III consists of increasing displacements with amplitudes:
 2,5–5–10–20–40 mm. Each amplitude is cycled three
 times.",1.4% drift of specimen,"Laboratorio Prove e Materiali of Politecnico
 di Milano, Italy","investigate the behaviour of both single devices and groups of joint connections when subjected to sliding
 between concrete panels","1. It consists of of two solid concrete panels 129 cm large, 323 cm long and 16 cm thick, with aspect ratio equal to 2,50.
 2. The panels are provided with a top vertical slot at mid-width for the installation of the panel-to-beam connection, with a distance from the bottom panel-to-foundation connection to the top panel-to-beam connection of 280 cm.
 3. The base panel connection is made with a pin inserted into a steel fork bolted to sockets embedded into the panel and to the foundation beam.
 4. The top panel connections are made of passing round holes hosting steel pins that connect the panels to the steel articulated frame that transmits the imposed displacements to the panels.
 5. The recesses in the panels have been designed in order to accommodate the FBDs made with symmetric T-shaped profiles and class 10.9 M14 bolts provided with Belleville washers.
 6. Number of connections = 3",No Damage,,0.0,,,,,,No damage,"Friction Based Devices (FBDs) are mechanical connections
 inserted into appropriate recesses within the joints between vertical
 or horizontal concrete panels. The FBD is made by three elements assembled through bolts.",
exp2335a,KUR-2012-RES,Test 1,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in structure,No detail,,"Dynamic, bi-directional",Westmorland,"Peak Acceleration of Table (g)
 a. Parallel to the flat panel = 0.36g
 b. Perpendicular to the flat panel =0.26g",E-defense shake table in Japan,,"1. Two full-scale precast concrete cladding panels were tested on the exterior face of a full-scale 5-story steel frame building. two full-height column cover panels were designed and built.
 2. The precast cladding panels were designed according to common U.S. practice
 3. The tall-narrow panels are designed to accommodate inter-story drift in a complex, rocking motion
 4. Vertical gravity load (U2 local axis direction) is transferred from the panel to the structural frame through the bottom connections where the panel connection uses a leveling bolt which sits on a preweld assembly cantilevered from the main structural frame members.
 5. The top connection is detailed to provide horizontal resistance (U1 local axis direction) to prevent the panel from falling from the building.
 6. Separating these two panels is a vertical seismic joint that allows independent motion of the two panels 
 7. No sealant joint between the panels.",No Damage,,0.0,,,,,,No damage,,
exp2336a,KUR-2012-RES,Test 2,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in structure,No detail,,"Dynamic, bi-directional",Rinaldi (2 axis),"Peak Acceleration of Table (g)
 a. Parallel to the flat panel = 0.42g
 b. Perpendicular to the flat panel =0.23g
 c. Floor accelerations exceeding 0.8g were measured for the 5th Level, the floor connected to the top of the panel.",E-defense shake table in Japan,,"1. Two full-scale precast concrete cladding panels were tested on the exterior face of a full-scale 5-story steel frame building. two full-height column cover panels were designed and built.
 2. The precast cladding panels were designed according to common U.S. practice
 3. The tall-narrow panels are designed to accommodate inter-story drift in a complex, rocking motion
 4. Vertical gravity load (U2 local axis direction) is transferred from the panel to the structural frame through the bottom connections where the panel connection uses a leveling bolt which sits on a preweld assembly cantilevered from the main structural frame members.
 5. The top connection is detailed to provide horizontal resistance (U1 local axis direction) to prevent the panel from falling from the building.
 6. Separating these two panels is a vertical seismic joint that allows independent motion of the two panels 
 7. No sealant joint between the panels.",No Damage,,0.0,0.8,"Peak Floor Acceleration, Horizontal (g)",0.0017,Story Drift Ratio,,No damage,Panel accelerations over 1.3g were measured,
exp2337a,KUR-2012-RES,Test 3,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in structure,No detail,,"Dynamic, bi-directional",Rinaldi,"Peak Acceleration of Table (g)
 a. Parallel to the flat panel = 0.41g
 b. Perpendicular to the flat panel =0.23g",E-defense shake table in Japan,,"1. Two full-scale precast concrete cladding panels were tested on the exterior face of a full-scale 5-story steel frame building. two full-height column cover panels were designed and built.
 2. The precast cladding panels were designed according to common U.S. practice
 3. The tall-narrow panels are designed to accommodate inter-story drift in a complex, rocking motion
 4. Vertical gravity load (U2 local axis direction) is transferred from the panel to the structural frame through the bottom connections where the panel connection uses a leveling bolt which sits on a preweld assembly cantilevered from the main structural frame members.
 5. The top connection is detailed to provide horizontal resistance (U1 local axis direction) to prevent the panel from falling from the building.
 6. Separating these two panels is a vertical seismic joint that allows independent motion of the two panels 
 7. No sealant joint between the panels.",No Damage,,0.0,,,,,,No damage,,
exp2338a,KUR-2012-RES,Test 4,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in structure,No detail,,"Dynamic, 3D",Rinaldi,"Peak Acceleration of Table (g)
 a. Parallel to the flat panel = 0.42g
 b. Perpendicular to the flat panel =0.23g",E-defense shake table in Japan,,"1. Two full-scale precast concrete cladding panels were tested on the exterior face of a full-scale 5-story steel frame building. two full-height column cover panels were designed and built.
 2. The precast cladding panels were designed according to common U.S. practice
 3. The tall-narrow panels are designed to accommodate inter-story drift in a complex, rocking motion
 4. Vertical gravity load (U2 local axis direction) is transferred from the panel to the structural frame through the bottom connections where the panel connection uses a leveling bolt which sits on a preweld assembly cantilevered from the main structural frame members.
 5. The top connection is detailed to provide horizontal resistance (U1 local axis direction) to prevent the panel from falling from the building.
 6. Separating these two panels is a vertical seismic joint that allows independent motion of the two panels 
 7. No sealant joint between the panels.",No Damage,,0.0,,,,,,No damage,,
exp2339a,KUR-2012-RES,Test 5,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in structure,No detail,,"Dynamic, bi-directional",Iwanuma (2 axis),"Peak Acceleration of Table (g)
 a. Parallel to the flat panel = 0.17g
 b. Perpendicular to the flat panel =0.22g",E-defense shake table in Japan,,"1. Two full-scale precast concrete cladding panels were tested on the exterior face of a full-scale 5-story steel frame building. two full-height column cover panels were designed and built.
 2. The precast cladding panels were designed according to common U.S. practice
 3. The tall-narrow panels are designed to accommodate inter-story drift in a complex, rocking motion
 4. Vertical gravity load (U2 local axis direction) is transferred from the panel to the structural frame through the bottom connections where the panel connection uses a leveling bolt which sits on a preweld assembly cantilevered from the main structural frame members.
 5. The top connection is detailed to provide horizontal resistance (U1 local axis direction) to prevent the panel from falling from the building.
 6. Separating these two panels is a vertical seismic joint that allows independent motion of the two panels 
 7. No sealant joint between the panels.",No Damage,,0.0,,,,,,No damage,,
exp2340a,JIT-2022-LOW,Test 1,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (FP1 and FP2)
 2. 2000 mm high x 1015 mm wide and 120 mm thick panels 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 15mm wide vertical joint between panels filled with silicone sealant",the ratio of the total length of the tear to the total length of sealant in the joint is small (say 20%),,0.0,0.0192,Story Drift Ratio,,,,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp2341a,JIT-2022-LOW,Test 1,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (FP1 and FP2)
 2. 2000 mm high x 1015 mm wide and 120 mm thick panels 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 15mm wide vertical joint between panels filled with silicone sealant","the ratio of the total length of the tear in the sealant to the total length of
 the sealant in the joint is large (50%)",the ratio of the total length of the tear to the total length of sealant in the joint is small (say 20%),0.0,0.027,Story Drift Ratio,,,,Consequential,,
exp2342a,JIT-2022-LOW,Test 2,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,No detail,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (FP1 and FP2)
 2. 2000 mm high x 1015 mm wide and 120 mm thick panels 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture; bottom connection with horizontal slot providing tolerance by relative horiaontal sliding of panels and structure
 4. Panel gravity load bearing connections made with weld plates
 5. 15mm wide vertical joint between panels without silicone sealant",No Damage,,0.0,,,,,,No damage,,
exp2343a,JIT-2022-SEI,FP pair,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (FP1 and FP2)
 2. 2000 mm high x 1015 mm wide and 120 mm thick panels 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 25mm wide vertical joint between panels filled with silicone sealant to depth of 15mm
 6. Sealant left to cure for 33 days",the ratio of the total length of the tear to the total length of sealant in the joint is small (say 20%),,0.0,0.0278,Story Drift Ratio,,,,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp2344a,JIT-2022-SEI,FP pair,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (FP1 and FP2)
 2. 2000 mm high x 1015 mm wide and 120 mm thick panels 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 25mm wide vertical joint between panels filled with silicone sealant to depth of 15mm
 6. Sealant left to cure for 33 days","the ratio of the total length of the tear in the sealant to the total length of
 the sealant in the joint is large (50%)",the ratio of the total length of the tear to the total length of sealant in the joint is small (say 20%),1.0,0.0282,Story Drift Ratio,,,,Consequential,,
exp2345a,JIT-2022-SEI,LP pair,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (LP1 and LP2)
 2. 2000 mm high x 1165 mm wide and 120 mm thick panel LP1 panel; 2000 mm high x 1015 mm wide and 120 mm thick LP2 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 25mm wide vertical joint between panels filled with silicone sealant to depth of 15mm
 6. Sealant left to cure for 33 days",the ratio of the total length of the tear to the total length of sealant in the joint is small (say 20%),,0.0,0.0292,Story Drift Ratio,,,,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp2346a,JIT-2022-SEI,LP pair,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (FP1 and FP2)
 2. 2000 mm high x 1015 mm wide and 120 mm thick panels 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 25mm wide vertical joint between panels filled with silicone sealant to depth of 15mm
 6. Sealant left to cure for 33 days","the ratio of the total length of the tear in the sealant to the total length of
 the sealant in the joint is large (50%)",the ratio of the total length of the tear to the total length of sealant in the joint is small (say 20%),0.0,0.0406,Story Drift Ratio,,,,Consequential,,
exp2347a,JIT-2022-SEI,CP pair,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),2.95% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (CP1 and CP2)
 2. 2000 mm high x 1165 mm wide and 120 mm thick panel CP1 panel; 2000 mm high x 1290 mm wide and 120 mm thick CP2 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 25mm wide vertical joint between panels filled with silicone sealant to depth of 15mm
 6. Sealant left to cure for 33 days",rotation of a nut in CP2 panel connection,"rotation of a nut in CP2 panel connection, the nut was retightened",1.0,0.0056,Story Drift Ratio,,,,Inconsequential,,
