id,reference_id,specimen_id,reviewer,nistir_id,comp_type,sub_type,connection_detail,material_class,size_class,test_type,gm_record,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,ds_intensity,ds_intensity_unit,ds_intensity_alt,ds_intensity_unit_alt,ds_rank,ds_class,notes
1136,JIT-2023-SEI-2,Rocking DST detail with boxed-studs,Jitendra,C1011,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.0388,"University of Canterbury, New Zealand","seismic performance of “rocking” internal
 partition walls with the dual-slot track (DST) and aluminium angles, with Concealed Joints","1. The cold-formed steel framing consisted of dual-slot track (DST) constructed by tek-screwing 64 × 45 × 0.5 mm inner track to 92 × 26 × 0.5 mm outer track, 64 × 35 × 0.5 mm studs @ 600 mm c/c, and 64 × 32 × 0.75 mm nogging tracks. Boxed-steel studs at the edges and junctions of the wall
 2. Additional 13 mm thick plasterboard strips were placed between the concrete slabs and DST at the top and bottom of the partition wall.
 3. The DSTs were then anchored to the concrete slabs with HILTI® HUS3-H M8 concrete anchors.
 4. The nogging tracks were screwed to the studs but were discontinuous at the locations of the vertical joints
 5. GIB® standard 10 mm thick plasterboard panels were placed in the slot of the DSTs and were screwed only to the studs.
 6. 150 × 40 × 3 aluminium angles placed only at the end-ends by tek-screwing the angles using 2–10 gauge wafer head screws to the DST
 7. A full-scale partition wall specimen was constructed between two parallel concrete slabs supported by steel frames. Height: 3400 mm, Length: 2900mm
 8. Joint detail: Standard plastering of vertical joints (paper-tape with three layers of bedding compound
 9. 50 mm gap between the steel columns and wall on either side of the testing frame",severe bending of studs,Screw impressions,No,0.0213,Drift (%),,,,,
1137,JIT-2023-SEI-2,Rocking DST detail with boxed-studs,Jitendra,C1011,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.0388,"University of Canterbury, New Zealand","seismic performance of “rocking” internal
 partition walls with the dual-slot track (DST) and aluminium angles, with Concealed Joints","1. The cold-formed steel framing consisted of dual-slot track (DST) constructed by tek-screwing 64 × 45 × 0.5 mm inner track to 92 × 26 × 0.5 mm outer track, 64 × 35 × 0.5 mm studs @ 600 mm c/c, and 64 × 32 × 0.75 mm nogging tracks. Boxed-steel studs at the edges and junctions of the wall
 2. Additional 13 mm thick plasterboard strips were placed between the concrete slabs and DST at the top and bottom of the partition wall.
 3. The DSTs were then anchored to the concrete slabs with HILTI® HUS3-H M8 concrete anchors.
 4. The nogging tracks were screwed to the studs but were discontinuous at the locations of the vertical joints
 5. GIB® standard 10 mm thick plasterboard panels were placed in the slot of the DSTs and were screwed only to the studs.
 6. 150 × 40 × 3 aluminium angles placed only at the end-ends by tek-screwing the angles using 2–10 gauge wafer head screws to the DST
 7. A full-scale partition wall specimen was constructed between two parallel concrete slabs supported by steel frames. Height: 3400 mm, Length: 2900mm
 8. Joint detail: Standard plastering of vertical joints (paper-tape with three layers of bedding compound
 9. 50 mm gap between the steel columns and wall on either side of the testing frame",Corner crushing,severe bending of studs,No,0.0213,Drift (%),,,,,
1138,JIT-2023-SEI-3,“L” shaped wall,Jitendra,C1011,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.0418,"University of Canterbury, New Zealand",seismic performance assessment of internal partition walls with novel slotted and bracketed head-track details,"1. L-shaped Full-scale partition wall specimens with slotted head-tracks: Height 1875mm, Length (1813 mm x 926 mm)
 2. The cold-formed steel framing consisted of 64 × 32 × 0.5 mm tracks, 64 × 35 × 0.5 mm studs, and 64 × 32 × 0.75 mm nogging tracks from STUDCO
 3. The off-cuts from the studs were used as braces.
 4. The 150 mm x 12 mm slots in the head tracks. The concrete anchor with a long shank (Pring 2020) that passes through the slot into the concrete
 5. The spacing between the top anchors provided track flexibility to “bow” in and out during the out-ofplane lateral drifts
 6. The “L” junction comprised one stud from the in-plane wall (L1) and three studs from the transverse wall (L2), where two studs faced each other, forming a box.
 7. The internal frame was sheathed with 13 mm GIB® standard plasterboards/panels
 8. The plasterboards were connected to the internal steel frame using 25 mm × 6 g GIB® Drywall Self Tapping Screws at 300 mm c/c except at the boundaries where the spacing was kept at 150 mm c/c.
 9.The joints were then plastered with two coats of GIB® Tradeset 90-minute premium jointing compound, jointing tape, and internal and external corner beads (/L-trims).
 10. steel frame and gypsum plasterboard connected to steel tracks",Slight damage to gypsum plasterboards and fire seal,No prior damage,No,0.78,Drift (%),,,,,
1139,JIT-2023-SEI-3,“L” shaped wall,Jitendra,C1011,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.0418,"University of Canterbury, New Zealand",seismic performance assessment of internal partition walls with novel slotted and bracketed head-track details,"1. L-shaped Full-scale partition wall specimens with slotted head-tracks: Height 1875mm, Length (1813 mm x 926 mm)
 2. The cold-formed steel framing consisted of 64 × 32 × 0.5 mm tracks, 64 × 35 × 0.5 mm studs, and 64 × 32 × 0.75 mm nogging tracks from STUDCO
 3. The off-cuts from the studs were used as braces.
 4. The 150 mm x 12 mm slots in the head tracks. The concrete anchor with a long shank (Pring 2020) that passes through the slot into the concrete
 5. The spacing between the top anchors provided track flexibility to “bow” in and out during the out-ofplane lateral drifts
 6. The “L” junction comprised one stud from the in-plane wall (L1) and three studs from the transverse wall (L2), where two studs faced each other, forming a box.
 7. The internal frame was sheathed with 13 mm GIB® standard plasterboards/panels
 8. The plasterboards were connected to the internal steel frame using 25 mm × 6 g GIB® Drywall Self Tapping Screws at 300 mm c/c except at the boundaries where the spacing was kept at 150 mm c/c.
 9.The joints were then plastered with two coats of GIB® Tradeset 90-minute premium jointing compound, jointing tape, and internal and external corner beads (/L-trims).
 10. steel frame and gypsum plasterboard connected to steel tracks",Plasterboard damage,Slight damage to gypsum plasterboards and fire seal,No,4.18,Drift (%),,,,,
1140,JIT-2023-SEI-3,“L” shaped wall,Jitendra,C1011,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.0418,"University of Canterbury, New Zealand",seismic performance assessment of internal partition walls with novel slotted and bracketed head-track details,"1. L-shaped Full-scale partition wall specimens with slotted head-tracks: Height 1875mm, Length (1813 mm x 926 mm)
 2. The cold-formed steel framing consisted of 64 × 32 × 0.5 mm tracks, 64 × 35 × 0.5 mm studs, and 64 × 32 × 0.75 mm nogging tracks from STUDCO
 3. The off-cuts from the studs were used as braces.
 4. The 150 mm x 12 mm slots in the head tracks. The concrete anchor with a long shank (Pring 2020) that passes through the slot into the concrete
 5. The spacing between the top anchors provided track flexibility to “bow” in and out during the out-ofplane lateral drifts
 6. The “L” junction comprised one stud from the in-plane wall (L1) and three studs from the transverse wall (L2), where two studs faced each other, forming a box.
 7. The internal frame was sheathed with 13 mm GIB® standard plasterboards/panels
 8. The plasterboards were connected to the internal steel frame using 25 mm × 6 g GIB® Drywall Self Tapping Screws at 300 mm c/c except at the boundaries where the spacing was kept at 150 mm c/c.
 9.The joints were then plastered with two coats of GIB® Tradeset 90-minute premium jointing compound, jointing tape, and internal and external corner beads (/L-trims).
 10. steel frame and gypsum plasterboard connected to steel tracks",Frame damage,Plasterboard damage,No,4.18,Drift (%),,,,,
1141,JIT-2023-SEI-3,“T” shaped wall,Jitendra,C1011,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.0418,"University of Canterbury, New Zealand",seismic performance assessment of internal partition walls with novel slotted and bracketed head-track details,"1. T-shaped Full-scale partition wall specimens with slotted head-tracks: Height 1875mm, Length (1813 mm x 988 mm)
 2. The cold-formed steel framing consisted of 64 × 32 × 0.5 mm tracks, 64 × 35 × 0.5 mm studs, and 64 × 32 × 0.75 mm nogging tracks from STUDCO
 3. The off-cuts from the studs were used as braces.
 4. The 150 mm x 12 mm slots in the head tracks. The concrete anchor with a long shank (Pring 2020) that passes through the slot into the concrete
 5. The spacing between the top anchors provided track flexibility to “bow” in and out during the out-ofplane lateral drifts
 6. The “T” junction comprised one stud from the in-plane walland two studs from the transverse walls. It also comprised of timber stud. However, timber screws were missed connecting the timber stud to the steel studs. 
 7. The internal frame was sheathed with 13 mm GIB® standard plasterboards/panels
 8. The plasterboards were connected to the internal steel frame using 25 mm × 6 g GIB® Drywall Self Tapping Screws at 300 mm c/c except at the boundaries where the spacing was kept at 150 mm c/c.
 9.The joints were then plastered with two coats of GIB® Tradeset 90-minute premium jointing compound, jointing tape, and internal and external corner beads (/L-trims).
 10. steel frame and gypsum plasterboard connected to steel tracks",Slight damage to gypsum plasterboards and fire seal,No prior damage,No,0.2,Drift (%),,,,,
1142,JIT-2023-SEI-3,“T” shaped wall,Jitendra,C1011,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.0418,"University of Canterbury, New Zealand",seismic performance assessment of internal partition walls with novel slotted and bracketed head-track details,"1. T-shaped Full-scale partition wall specimens with slotted head-tracks: Height 1875mm, Length (1813 mm x 988 mm)
 2. The cold-formed steel framing consisted of 64 × 32 × 0.5 mm tracks, 64 × 35 × 0.5 mm studs, and 64 × 32 × 0.75 mm nogging tracks from STUDCO
 3. The off-cuts from the studs were used as braces.
 4. The 150 mm x 12 mm slots in the head tracks. The concrete anchor with a long shank (Pring 2020) that passes through the slot into the concrete
 5. The spacing between the top anchors provided track flexibility to “bow” in and out during the out-ofplane lateral drifts
 6. The “T” junction comprised one stud from the in-plane walland two studs from the transverse walls. It also comprised of timber stud. However, timber screws were missed connecting the timber stud to the steel studs. 
 7. The internal frame was sheathed with 13 mm GIB® standard plasterboards/panels
 8. The plasterboards were connected to the internal steel frame using 25 mm × 6 g GIB® Drywall Self Tapping Screws at 300 mm c/c except at the boundaries where the spacing was kept at 150 mm c/c.
 9.The joints were then plastered with two coats of GIB® Tradeset 90-minute premium jointing compound, jointing tape, and internal and external corner beads (/L-trims).
 10. steel frame and gypsum plasterboard connected to steel tracks",Plasterboard damage,Slight damage to gypsum plasterboards and fire seal,No,1.9,Drift (%),,,,,
1143,JIT-2023-SEI-3,“T” shaped wall,Jitendra,C1011,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.0418,"University of Canterbury, New Zealand",seismic performance assessment of internal partition walls with novel slotted and bracketed head-track details,"1. T-shaped Full-scale partition wall specimens with slotted head-tracks: Height 1875mm, Length (1813 mm x 988 mm)
 2. The cold-formed steel framing consisted of 64 × 32 × 0.5 mm tracks, 64 × 35 × 0.5 mm studs, and 64 × 32 × 0.75 mm nogging tracks from STUDCO
 3. The off-cuts from the studs were used as braces.
 4. The 150 mm x 12 mm slots in the head tracks. The concrete anchor with a long shank (Pring 2020) that passes through the slot into the concrete
 5. The spacing between the top anchors provided track flexibility to “bow” in and out during the out-ofplane lateral drifts
 6. The “T” junction comprised one stud from the in-plane walland two studs from the transverse walls. It also comprised of timber stud. However, timber screws were missed connecting the timber stud to the steel studs. 
 7. The internal frame was sheathed with 13 mm GIB® standard plasterboards/panels
 8. The plasterboards were connected to the internal steel frame using 25 mm × 6 g GIB® Drywall Self Tapping Screws at 300 mm c/c except at the boundaries where the spacing was kept at 150 mm c/c.
 9.The joints were then plastered with two coats of GIB® Tradeset 90-minute premium jointing compound, jointing tape, and internal and external corner beads (/L-trims).
 10. steel frame and gypsum plasterboard connected to steel tracks",Frame damage,Plasterboard damage,No,1.9,Drift (%),,,,,
1144,JIT-2023-SEI-3,“T” shaped wall 2,Jitendra,C1011,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.0418,"University of Canterbury, New Zealand",seismic performance assessment of internal partition walls with novel slotted and bracketed head-track details,"1. T-shaped Full-scale partition wall specimens with slotted head-tracks: Height 1875mm, Length (940 mm x 1626 mm)
 2. The cold-formed steel framing consisted of 64 × 32 × 0.5 mm tracks, 64 × 35 × 0.5 mm studs, and 64 × 32 × 0.75 mm nogging tracks from STUDCO
 3. The off-cuts from the studs were used as braces.
 4. The 150 mm x 12 mm slots in the head tracks. The concrete anchor with a long shank (Pring 2020) that passes through the slot into the concrete
 5. The spacing between the top anchors provided track flexibility to “bow” in and out during the out-ofplane lateral drifts
 6. The “T” junction comprised one stud from the in-plane walland two studs from the transverse walls. It also comprised of timber stud. 
 7. The internal frame was sheathed with 13 mm GIB® standard plasterboards/panels
 8. The plasterboards were connected to the internal steel frame using 25 mm × 6 g GIB® Drywall Self Tapping Screws at 300 mm c/c except at the boundaries where the spacing was kept at 150 mm c/c.
 9.The joints were then plastered with two coats of GIB® Tradeset 90-minute premium jointing compound, jointing tape, and internal and external corner beads (/L-trims).
 10. steel frame and gypsum plasterboard connected to steel tracks",Paper tape stretchmarks at lining junctions,No prior damage,No,2.9,Drift (%),,,,,
1145,JIT-2023-SEI-3,“T” shaped wall 2,Jitendra,C1011,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.0418,"University of Canterbury, New Zealand",seismic performance assessment of internal partition walls with novel slotted and bracketed head-track details,"1. T-shaped Full-scale partition wall specimens with slotted head-tracks: Height 1875mm, Length (940 mm x 1626 mm)
 2. The cold-formed steel framing consisted of 64 × 32 × 0.5 mm tracks, 64 × 35 × 0.5 mm studs, and 64 × 32 × 0.75 mm nogging tracks from STUDCO
 3. The off-cuts from the studs were used as braces.
 4. The 150 mm x 12 mm slots in the head tracks. The concrete anchor with a long shank (Pring 2020) that passes through the slot into the concrete
 5. The spacing between the top anchors provided track flexibility to “bow” in and out during the out-ofplane lateral drifts
 6. The “T” junction comprised one stud from the in-plane walland two studs from the transverse walls. It also comprised of timber stud. 
 7. The internal frame was sheathed with 13 mm GIB® standard plasterboards/panels
 8. The plasterboards were connected to the internal steel frame using 25 mm × 6 g GIB® Drywall Self Tapping Screws at 300 mm c/c except at the boundaries where the spacing was kept at 150 mm c/c.
 9.The joints were then plastered with two coats of GIB® Tradeset 90-minute premium jointing compound, jointing tape, and internal and external corner beads (/L-trims).
 10. steel frame and gypsum plasterboard connected to steel tracks",Slight damage to gypsum plasterboards and fire seal,Paper tape stretchmarks at lining junctions,No,2.94,Drift (%),,,,,
1146,JIT-2023-SEI-3,“T” shaped wall 2,Jitendra,C1011,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.0418,"University of Canterbury, New Zealand",seismic performance assessment of internal partition walls with novel slotted and bracketed head-track details,"1. T-shaped Full-scale partition wall specimens with slotted head-tracks: Height 1875mm, Length (940 mm x 1626 mm)
 2. The cold-formed steel framing consisted of 64 × 32 × 0.5 mm tracks, 64 × 35 × 0.5 mm studs, and 64 × 32 × 0.75 mm nogging tracks from STUDCO
 3. The off-cuts from the studs were used as braces.
 4. The 150 mm x 12 mm slots in the head tracks. The concrete anchor with a long shank (Pring 2020) that passes through the slot into the concrete
 5. The spacing between the top anchors provided track flexibility to “bow” in and out during the out-ofplane lateral drifts
 6. The “T” junction comprised one stud from the in-plane walland two studs from the transverse walls. It also comprised of timber stud. 
 7. The internal frame was sheathed with 13 mm GIB® standard plasterboards/panels
 8. The plasterboards were connected to the internal steel frame using 25 mm × 6 g GIB® Drywall Self Tapping Screws at 300 mm c/c except at the boundaries where the spacing was kept at 150 mm c/c.
 9.The joints were then plastered with two coats of GIB® Tradeset 90-minute premium jointing compound, jointing tape, and internal and external corner beads (/L-trims).
 10. steel frame and gypsum plasterboard connected to steel tracks",Plasterboard damage,Slight damage to gypsum plasterboards and fire seal,No,3.66,Drift (%),,,,,
1147,JIT-2023-SEI-3,“T” shaped wall 2,Jitendra,C1011,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.0418,"University of Canterbury, New Zealand",seismic performance assessment of internal partition walls with novel slotted and bracketed head-track details,"1. T-shaped Full-scale partition wall specimens with slotted head-tracks: Height 1875mm, Length (940 mm x 1626 mm)
 2. The cold-formed steel framing consisted of 64 × 32 × 0.5 mm tracks, 64 × 35 × 0.5 mm studs, and 64 × 32 × 0.75 mm nogging tracks from STUDCO
 3. The off-cuts from the studs were used as braces.
 4. The 150 mm x 12 mm slots in the head tracks. The concrete anchor with a long shank (Pring 2020) that passes through the slot into the concrete
 5. The spacing between the top anchors provided track flexibility to “bow” in and out during the out-ofplane lateral drifts
 6. The “T” junction comprised one stud from the in-plane walland two studs from the transverse walls. It also comprised of timber stud. 
 7. The internal frame was sheathed with 13 mm GIB® standard plasterboards/panels
 8. The plasterboards were connected to the internal steel frame using 25 mm × 6 g GIB® Drywall Self Tapping Screws at 300 mm c/c except at the boundaries where the spacing was kept at 150 mm c/c.
 9.The joints were then plastered with two coats of GIB® Tradeset 90-minute premium jointing compound, jointing tape, and internal and external corner beads (/L-trims).
 10. steel frame and gypsum plasterboard connected to steel tracks",Frame damage,Plasterboard damage,No,3.66,Drift (%),,,,,
1148,JIT-2023-SEI-3,“Y” shaped wall,Jitendra,C1011,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.0418,"University of Canterbury, New Zealand",seismic performance assessment of internal partition walls with novel slotted and bracketed head-track details,"1. Y-shaped Full-scale partition wall specimens with slotted head-tracks and Flexibrackets: Height 1875mm, Length of wing walls (1474 mmx 536 mm x 601mm)
 2. “L” junction (in the west end) and a Y-junction (in the east end).
 3. The steel framing consisted of 64 × 32 × 0.5 mm tracks, 64 × 35 × 0.5 mm studs, and braces, 64 × 32 × 0.5 mm nogging tracks from FRAMECAD®
 4. All the frame members were connected using tek screws at the provided holes
 5. The 150 mm x12 mm slots in the head tracks of the return walls (Y2 and Y3) and the inclined wall (Y4) were cut manually at the ends
 6. The bottom track was anchored to the concrete slab using the HUS3 anchors.
 7. the top track was bolted (finger-tight) to the Flexibrackets at the slots. Then, the brackets were anchored to the concrete slab above. The Flexibracket (Pring 2021) has a C-shape, with 180° curved ends. It is made of Simona® SIMOLIFE PE flex low-density polyethylene (LDPE) plastic.",No Damage,No prior damage,No,4.18,Drift (%),,,,,
1149,PAN-2016-SEI,Panel with sliding connection with medium rod length (Panel 5SW),Jitendra,B2011,Precast concrete cladding panels,Horizontal Sliding/Swaying,Threaded rod ,Sealant,,Uni-direction Dynamic shake table test,"FB1: Canoga Park-100% (1994 Northridge earthquake), Spectrally matched, Serviceability level",0.35g,"UCSD, California","to improve the understanding of the seismic behavior of the widely used punched window wall panels and connections as typically designed in the high-seismicity areas of the United States, with the goal of improving their seismic design","1. full-scale five-story building. The two upper floors of the BNCS building were enclosed by APC cladding. 
 2. All the panels had the same thickness of 5’’. The height of the panels installed on the fourth
 floor was 13’11’’ while the panels on the fifth level were 15’5’’ tall.
 3. diameter of the rod, which was 0.75’’ for connections in the IP panels.
 4. The joint size was 1’’ for the butt-return joint and ¾’’ for the miter joint, which allowed a movement of 1.06’’ due to the inclination. All the joints were filled with caulking.
 5. Sliding Medium rod: Free length =3.5 in, L/d=4.7",Permanent deformation of the rod,No prior damage,Yes,0.0013,Drift (%),0.35,PFA (g),,,
1150,PAN-2016-SEI,Panel with sliding connection with medium rod length (Panel 5SW),Jitendra,B2011,Precast concrete cladding panels,Horizontal Sliding/Swaying,Threaded rod ,Sealant,,Uni-direction Dynamic shake table test,"FB4: ICA-100%(2007 Pisco-Peru earthquake), Actual motion, Long duration, multiple runs",0.57g,"UCSD, California","to improve the understanding of the seismic behavior of the widely used punched window wall panels and connections as typically designed in the high-seismicity areas of the United States, with the goal of improving their seismic design","1. full-scale five-story building. The two upper floors of the BNCS building were enclosed by APC cladding. 
 2. All the panels had the same thickness of 5’’. The height of the panels installed on the fourth
 floor was 13’11’’ while the panels on the fifth level were 15’5’’ tall.
 3. diameter of the rod, which was 0.75’’ for connections in the IP panels.
 4. The joint size was 1’’ for the butt-return joint and ¾’’ for the miter joint, which allowed a movement of 1.06’’ due to the inclination. All the joints were filled with caulking.
 5. Sliding Medium rod: Free length =3.5 in, L/d=4.7",Permanent deformation of the rod,No prior damage,No,0.0036,Drift (%),0.57,PFA (g),,,
1151,PAN-2016-SEI,Panel with sliding connection with long rod length (Panel 4SW),Jitendra,B2011,Precast concrete cladding panels,Horizontal Sliding/Swaying,Threaded rod ,Sealant,,Uni-direction Dynamic shake table test,"FB1: Canoga Park-100% (1994 Northridge earthquake), Spectrally matched, Serviceability level",0.35g,"UCSD, California","to improve the understanding of the seismic behavior of the widely used punched window wall panels and connections as typically designed in the high-seismicity areas of the United States, with the goal of improving their seismic design","1. full-scale five-story building. The two upper floors of the BNCS building were enclosed by APC cladding. 
 2. All the panels had the same thickness of 5’’. The height of the panels installed on the fourth
 floor was 13’11’’ while the panels on the fifth level were 15’5’’ tall.
 3. diameter of the rod, which was 0.75’’ for connections in the IP panels.
 4. The joint size was 1’’ for the butt-return joint and ¾’’ for the miter joint, which allowed a movement of 1.06’’ due to the inclination. All the joints were filled with caulking.
 5.Sliding Long rod: Free length =7 in, L/d=9.3",Permanent deformation of the rod,No prior damage,Yes,0.0024,Drift (%),0.31,PFA (g),,,
1152,PAN-2016-SEI,Panel with sliding connection with long rod length (Panel 4SW),Jitendra,B2011,Precast concrete cladding panels,Horizontal Sliding/Swaying,Threaded rod ,Sealant,,Uni-direction Dynamic shake table test,"FB2: LA City Terrace-100% (1994 Northridge earthquake), Spectrally matched, Serviceability level",0.35g,"UCSD, California","to improve the understanding of the seismic behavior of the widely used punched window wall panels and connections as typically designed in the high-seismicity areas of the United States, with the goal of improving their seismic design","1. full-scale five-story building. The two upper floors of the BNCS building were enclosed by APC cladding. 
 2. All the panels had the same thickness of 5’’. The height of the panels installed on the fourth
 floor was 13’11’’ while the panels on the fifth level were 15’5’’ tall.
 3. diameter of the rod, which was 0.75’’ for connections in the IP panels.
 4. The joint size was 1’’ for the butt-return joint and ¾’’ for the miter joint, which allowed a movement of 1.06’’ due to the inclination. All the joints were filled with caulking.
 5.Sliding Long rod: Free length =7 in, L/d=9.3",Permanent deformation of the rod,No prior damage,No,0.0026,Drift (%),0.32,PFA (g),,,
1153,PAN-2016-SEI,Panel with sliding connection with long rod length (Panel 4SW),Jitendra,B2011,Precast concrete cladding panels,Horizontal Sliding/Swaying,Threaded rod ,Sealant,,Uni-direction Dynamic shake table test,"FB3: ICA-50%(2007 Pisco-Peru earthquake), Actual motion, Long duration, multiple runs",0.47g,"UCSD, California","to improve the understanding of the seismic behavior of the widely used punched window wall panels and connections as typically designed in the high-seismicity areas of the United States, with the goal of improving their seismic design","1. full-scale five-story building. The two upper floors of the BNCS building were enclosed by APC cladding. 
 2. All the panels had the same thickness of 5’’. The height of the panels installed on the fourth
 floor was 13’11’’ while the panels on the fifth level were 15’5’’ tall.
 3. diameter of the rod, which was 0.75’’ for connections in the IP panels.
 4. The joint size was 1’’ for the butt-return joint and ¾’’ for the miter joint, which allowed a movement of 1.06’’ due to the inclination. All the joints were filled with caulking.
 5.Sliding Long rod: Free length =7 in, L/d=9.3",Permanent deformation of the rod,Permanent deformation of the rod,Yes,0.0043,Drift (%),0.43,PFA (g),,,
1154,PAN-2016-SEI,Panel with sliding connection with long rod length (Panel 4SW),Jitendra,B2011,Precast concrete cladding panels,Horizontal Sliding/Swaying,Threaded rod ,Sealant,,Uni-direction Dynamic shake table test,"FB5: Pump Station #9-67% (2002 Denali eq.), Spectrally matched , ~Design Earthquake",0.70g,"UCSD, California","to improve the understanding of the seismic behavior of the widely used punched window wall panels and connections as typically designed in the high-seismicity areas of the United States, with the goal of improving their seismic design","1. full-scale five-story building. The two upper floors of the BNCS building were enclosed by APC cladding. 
 2. All the panels had the same thickness of 5’’. The height of the panels installed on the fourth
 floor was 13’11’’ while the panels on the fifth level were 15’5’’ tall.
 3. diameter of the rod, which was 0.75’’ for connections in the IP panels.
 4. The joint size was 1’’ for the butt-return joint and ¾’’ for the miter joint, which allowed a movement of 1.06’’ due to the inclination. All the joints were filled with caulking.
 5.Sliding Long rod: Free length =7 in, L/d=9.3",Permanent deformation of the rod,No prior damage,No,0.0109,Drift (%),0.7,PFA (g),,,
1155,PAN-2016-SEI,Panel with sliding connection with long rod length (Panel 4NW),Jitendra,B2011,Precast concrete cladding panels,Horizontal Sliding/Swaying,Threaded rod ,Sealant,,Uni-direction Dynamic shake table test,"FB2: LA City Terrace-100% (1994 Northridge earthquake), Spectrally matched, Serviceability level",0.35g,"UCSD, California","to improve the understanding of the seismic behavior of the widely used punched window wall panels and connections as typically designed in the high-seismicity areas of the United States, with the goal of improving their seismic design","1. full-scale five-story building. The two upper floors of the BNCS building were enclosed by APC cladding. 
 2. All the panels had the same thickness of 5’’. The height of the panels installed on the fourth
 floor was 13’11’’ while the panels on the fifth level were 15’5’’ tall.
 3. diameter of the rod, which was 0.75’’ for connections in the IP panels.
 4. The joint size was 1’’ for the butt-return joint and ¾’’ for the miter joint, which allowed a movement of 1.06’’ due to the inclination. All the joints were filled with caulking.
 5.Sliding Long rod: Free length =7 in, L/d=9.3",Permanent deformation of the rod,No prior damage,No,0.0026,Drift (%),0.32,PFA (g),,,
1156,PAN-2016-SEI,Panel with sliding connection with long rod length (Panel 4NW),Jitendra,B2011,Precast concrete cladding panels,Horizontal Sliding/Swaying,Threaded rod ,Sealant,,Uni-direction Dynamic shake table test,"FB3: ICA-50%(2007 Pisco-Peru earthquake), Actual motion, Long duration, multiple runs",0.47g,"UCSD, California","to improve the understanding of the seismic behavior of the widely used punched window wall panels and connections as typically designed in the high-seismicity areas of the United States, with the goal of improving their seismic design","1. full-scale five-story building. The two upper floors of the BNCS building were enclosed by APC cladding. 
 2. All the panels had the same thickness of 5’’. The height of the panels installed on the fourth
 floor was 13’11’’ while the panels on the fifth level were 15’5’’ tall.
 3. diameter of the rod, which was 0.75’’ for connections in the IP panels.
 4. The joint size was 1’’ for the butt-return joint and ¾’’ for the miter joint, which allowed a movement of 1.06’’ due to the inclination. All the joints were filled with caulking.
 5.Sliding Long rod: Free length =7 in, L/d=9.3",Permanent deformation of the rod,Permanent deformation of the rod,Yes,0.0043,Drift (%),0.43,PFA (g),,,
1157,PAN-2016-SEI,Panel with sliding connection with long rod length (Panel 4NW),Jitendra,B2011,Precast concrete cladding panels,Horizontal Sliding/Swaying,Threaded rod ,Sealant,,Uni-direction Dynamic shake table test,"FB4: ICA-100%(2007 Pisco-Peru earthquake), Actual motion, Long duration, multiple runs",0.57g,"UCSD, California","to improve the understanding of the seismic behavior of the widely used punched window wall panels and connections as typically designed in the high-seismicity areas of the United States, with the goal of improving their seismic design","1. full-scale five-story building. The two upper floors of the BNCS building were enclosed by APC cladding. 
 2. All the panels had the same thickness of 5’’. The height of the panels installed on the fourth
 floor was 13’11’’ while the panels on the fifth level were 15’5’’ tall.
 3. diameter of the rod, which was 0.75’’ for connections in the IP panels.
 4. The joint size was 1’’ for the butt-return joint and ¾’’ for the miter joint, which allowed a movement of 1.06’’ due to the inclination. All the joints were filled with caulking.
 5.Sliding Long rod: Free length =7 in, L/d=9.3",Permanent deformation of the rod,No prior damage,No,0.0074,Drift (%),0.5,PFA (g),,,
