id,reference_id,specimen,reviewer,nistir_id,p58_db,p58_fragility,comp_type,sub_type,connection_detail,material_class,size_class,test_type,loading_protocol,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,ds_intensity,ds_intensity_unit,ds_intensity_alt,ds_intensity_unit_alt,ds_rank,ds_class,notes
exp2096a,MCM-2002-SEI,Test 17,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,0.0488,US,"determine the effects of seismic loading on the response
 behavior of gypsum wallboard sheathed walls","1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door with Door Jamb and Trim
 8. Method of construction: Floating Edge",Cracking of Horizontal Wall Joint,Local Buckling of Panel at Wall Penetration,No,0.729,Drift (%),,,,Inconsequential,
exp2097a,MCM-2002-SEI,Test 17,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,0.0488,US,"determine the effects of seismic loading on the response
 behavior of gypsum wallboard sheathed walls","1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door with Door Jamb and Trim
 8. Method of construction: Floating Edge",Crushing of Wallboard at Perimeter,Cracking of Horizontal Wall Joint,No,0.889,Drift (%),,,,Consequential,
exp2098a,MCM-2002-SEI,Test 17,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,0.0488,US,"determine the effects of seismic loading on the response
 behavior of gypsum wallboard sheathed walls","1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door with Door Jamb and Trim
 8. Method of construction: Floating Edge",Cracking of Paint over Fastener Head,Crushing of Wallboard at Perimeter,No,1.032,Drift (%),,,,Inconsequential,
exp2099a,MCM-2002-SEI,Test 17,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,0.0488,US,"determine the effects of seismic loading on the response
 behavior of gypsum wallboard sheathed walls","1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door with Door Jamb and Trim
 8. Method of construction: Floating Edge",Baseboard falls loose from wall due to outward movement of wallboard.,Cracking of Paint over Fastener Head,No,1.032,Drift (%),,,,Consequential,
exp2100a,MCM-2002-SEI,Test 17,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,0.0488,US,"determine the effects of seismic loading on the response
 behavior of gypsum wallboard sheathed walls","1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door with Door Jamb and Trim
 8. Method of construction: Floating Edge",Wallboard Extremely Loose from Framing,Baseboard falls loose from wall due to outward movement of wallboard.,No,2.961,Drift (%),,,,Consequential,
exp2101a,MCM-2002-SEI,Test 17,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,0.0488,US,"determine the effects of seismic loading on the response
 behavior of gypsum wallboard sheathed walls","1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door with Door Jamb and Trim
 8. Method of construction: Floating Edge",Global Buckling of Panel,Wallboard Extremely Loose from Framing,No,2.961,Drift (%),,,,Consequential,
exp2102a,JIT-2021-THE,TFW,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 6.21%,0.0621,"University of Canterbury, New Zealand",quantifies the onset drifts for different damage thresholds under a unidirectional quasi-static cyclic loading,"1.details commonly used to construct interior partition walls in NZ buildings
 2. The specimen tested was oriented oblique to the loading direction and had multiple short wing-walls with one ‘L’-junction (in the west) and one Y-junction (in the east).
 3. 90x45 mm timber runners fastened to concrete slabs using anchor bolts HILTI® HUS3-H8 @ 600 mm c/c in the planar wall, and @430mm c/c in return walls
 4. timber studs (90 mm x 45 mm) were attached at a regular spacing of 600mm c/c to these runners by driving 3 nails at an angle (2 from one side and 1 from the other).
 5. The vertical joint at the south of the Y-junction was reinforced with 135o 0.55BMT (Base Metal Thickness) galvanized steel angles screwed to the studs
 6. A single layer of 13 mm thick gypsum plasterboard was attached to the studs as well as runners using GIB® grabber self-tapping drill point screws (6g x 25 mm) on both sides of the walls.
 7. The spacing between the screws was kept at 300 mm c/c along the boundaries and in the field of the partition wall
 8. the joints were plastered with two coats of GIB® Tradeset 90-minutes premium jointing compound, jointing tape and internal and external corner beads (/L-trims), where necessary.
 9. A final coat of plaster was applied with GIB® Trade Finish.",Hairline cracks at joint,No prior damage,No,0.0015,Drift (%),,,,Inconsequential,
exp2103a,JIT-2021-THE,TFW,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 6.21%,0.0621,"University of Canterbury, New Zealand",quantifies the onset drifts for different damage thresholds under a unidirectional quasi-static cyclic loading,"1.details commonly used to construct interior partition walls in NZ buildings
 2. The specimen tested was oriented oblique to the loading direction and had multiple short wing-walls with one ‘L’-junction (in the west) and one Y-junction (in the east).
 3. 90x45 mm timber runners fastened to concrete slabs using anchor bolts HILTI® HUS3-H8 @ 600 mm c/c in the planar wall, and @430mm c/c in return walls
 4. timber studs (90 mm x 45 mm) were attached at a regular spacing of 600mm c/c to these runners by driving 3 nails at an angle (2 from one side and 1 from the other).
 5. The vertical joint at the south of the Y-junction was reinforced with 135o 0.55BMT (Base Metal Thickness) galvanized steel angles screwed to the studs
 6. A single layer of 13 mm thick gypsum plasterboard was attached to the studs as well as runners using GIB® grabber self-tapping drill point screws (6g x 25 mm) on both sides of the walls.
 7. The spacing between the screws was kept at 300 mm c/c along the boundaries and in the field of the partition wall
 8. the joints were plastered with two coats of GIB® Tradeset 90-minutes premium jointing compound, jointing tape and internal and external corner beads (/L-trims), where necessary.
 9. A final coat of plaster was applied with GIB® Trade Finish.",Lengthening in hairline cracks,Hairline cracks at joint,No,0.0044,Drift (%),,,,Inconsequential,
exp2104a,JIT-2021-THE,TFW,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 6.21%,0.0621,"University of Canterbury, New Zealand",quantifies the onset drifts for different damage thresholds under a unidirectional quasi-static cyclic loading,"1.details commonly used to construct interior partition walls in NZ buildings
 2. The specimen tested was oriented oblique to the loading direction and had multiple short wing-walls with one ‘L’-junction (in the west) and one Y-junction (in the east).
 3. 90x45 mm timber runners fastened to concrete slabs using anchor bolts HILTI® HUS3-H8 @ 600 mm c/c in the planar wall, and @430mm c/c in return walls
 4. timber studs (90 mm x 45 mm) were attached at a regular spacing of 600mm c/c to these runners by driving 3 nails at an angle (2 from one side and 1 from the other).
 5. The vertical joint at the south of the Y-junction was reinforced with 135o 0.55BMT (Base Metal Thickness) galvanized steel angles screwed to the studs
 6. A single layer of 13 mm thick gypsum plasterboard was attached to the studs as well as runners using GIB® grabber self-tapping drill point screws (6g x 25 mm) on both sides of the walls.
 7. The spacing between the screws was kept at 300 mm c/c along the boundaries and in the field of the partition wall
 8. the joints were plastered with two coats of GIB® Tradeset 90-minutes premium jointing compound, jointing tape and internal and external corner beads (/L-trims), where necessary.
 9. A final coat of plaster was applied with GIB® Trade Finish.",Screw impressions on walls,Lengthening in hairline cracks,No,0.0058,Drift (%),,,,Inconsequential,
exp2105a,JIT-2021-THE,TFW,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 6.21%,0.0621,"University of Canterbury, New Zealand",quantifies the onset drifts for different damage thresholds under a unidirectional quasi-static cyclic loading,"1.details commonly used to construct interior partition walls in NZ buildings
 2. The specimen tested was oriented oblique to the loading direction and had multiple short wing-walls with one ‘L’-junction (in the west) and one Y-junction (in the east).
 3. 90x45 mm timber runners fastened to concrete slabs using anchor bolts HILTI® HUS3-H8 @ 600 mm c/c in the planar wall, and @430mm c/c in return walls
 4. timber studs (90 mm x 45 mm) were attached at a regular spacing of 600mm c/c to these runners by driving 3 nails at an angle (2 from one side and 1 from the other).
 5. The vertical joint at the south of the Y-junction was reinforced with 135o 0.55BMT (Base Metal Thickness) galvanized steel angles screwed to the studs
 6. A single layer of 13 mm thick gypsum plasterboard was attached to the studs as well as runners using GIB® grabber self-tapping drill point screws (6g x 25 mm) on both sides of the walls.
 7. The spacing between the screws was kept at 300 mm c/c along the boundaries and in the field of the partition wall
 8. the joints were plastered with two coats of GIB® Tradeset 90-minutes premium jointing compound, jointing tape and internal and external corner beads (/L-trims), where necessary.
 9. A final coat of plaster was applied with GIB® Trade Finish.",Distributed screws popping,Screw impressions on walls,No,0.0117,Drift (%),,,,Inconsequential,
exp2106a,JIT-2021-THE,TFW,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 6.21%,0.0621,"University of Canterbury, New Zealand",quantifies the onset drifts for different damage thresholds under a unidirectional quasi-static cyclic loading,"1.details commonly used to construct interior partition walls in NZ buildings
 2. The specimen tested was oriented oblique to the loading direction and had multiple short wing-walls with one ‘L’-junction (in the west) and one Y-junction (in the east).
 3. 90x45 mm timber runners fastened to concrete slabs using anchor bolts HILTI® HUS3-H8 @ 600 mm c/c in the planar wall, and @430mm c/c in return walls
 4. timber studs (90 mm x 45 mm) were attached at a regular spacing of 600mm c/c to these runners by driving 3 nails at an angle (2 from one side and 1 from the other).
 5. The vertical joint at the south of the Y-junction was reinforced with 135o 0.55BMT (Base Metal Thickness) galvanized steel angles screwed to the studs
 6. A single layer of 13 mm thick gypsum plasterboard was attached to the studs as well as runners using GIB® grabber self-tapping drill point screws (6g x 25 mm) on both sides of the walls.
 7. The spacing between the screws was kept at 300 mm c/c along the boundaries and in the field of the partition wall
 8. the joints were plastered with two coats of GIB® Tradeset 90-minutes premium jointing compound, jointing tape and internal and external corner beads (/L-trims), where necessary.
 9. A final coat of plaster was applied with GIB® Trade Finish.",Visible cracks in plasteboards,Distributed screws popping,No,0.0117,Drift (%),,,,Inconsequential,
exp2107a,JIT-2021-THE,TFW,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 6.21%,0.0621,"University of Canterbury, New Zealand",quantifies the onset drifts for different damage thresholds under a unidirectional quasi-static cyclic loading,"1.details commonly used to construct interior partition walls in NZ buildings
 2. The specimen tested was oriented oblique to the loading direction and had multiple short wing-walls with one ‘L’-junction (in the west) and one Y-junction (in the east).
 3. 90x45 mm timber runners fastened to concrete slabs using anchor bolts HILTI® HUS3-H8 @ 600 mm c/c in the planar wall, and @430mm c/c in return walls
 4. timber studs (90 mm x 45 mm) were attached at a regular spacing of 600mm c/c to these runners by driving 3 nails at an angle (2 from one side and 1 from the other).
 5. The vertical joint at the south of the Y-junction was reinforced with 135o 0.55BMT (Base Metal Thickness) galvanized steel angles screwed to the studs
 6. A single layer of 13 mm thick gypsum plasterboard was attached to the studs as well as runners using GIB® grabber self-tapping drill point screws (6g x 25 mm) on both sides of the walls.
 7. The spacing between the screws was kept at 300 mm c/c along the boundaries and in the field of the partition wall
 8. the joints were plastered with two coats of GIB® Tradeset 90-minutes premium jointing compound, jointing tape and internal and external corner beads (/L-trims), where necessary.
 9. A final coat of plaster was applied with GIB® Trade Finish.",Distributed cracks on plasterboard,Visible cracks in plasteboards,No,0.0165,Drift (%),,,,Inconsequential,
exp2108a,JIT-2021-THE,TFW,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 6.21%,0.0621,"University of Canterbury, New Zealand",quantifies the onset drifts for different damage thresholds under a unidirectional quasi-static cyclic loading,"1.details commonly used to construct interior partition walls in NZ buildings
 2. The specimen tested was oriented oblique to the loading direction and had multiple short wing-walls with one ‘L’-junction (in the west) and one Y-junction (in the east).
 3. 90x45 mm timber runners fastened to concrete slabs using anchor bolts HILTI® HUS3-H8 @ 600 mm c/c in the planar wall, and @430mm c/c in return walls
 4. timber studs (90 mm x 45 mm) were attached at a regular spacing of 600mm c/c to these runners by driving 3 nails at an angle (2 from one side and 1 from the other).
 5. The vertical joint at the south of the Y-junction was reinforced with 135o 0.55BMT (Base Metal Thickness) galvanized steel angles screwed to the studs
 6. A single layer of 13 mm thick gypsum plasterboard was attached to the studs as well as runners using GIB® grabber self-tapping drill point screws (6g x 25 mm) on both sides of the walls.
 7. The spacing between the screws was kept at 300 mm c/c along the boundaries and in the field of the partition wall
 8. the joints were plastered with two coats of GIB® Tradeset 90-minutes premium jointing compound, jointing tape and internal and external corner beads (/L-trims), where necessary.
 9. A final coat of plaster was applied with GIB® Trade Finish.",Corner crushing and separation of adjacent plasterboards,Distributed cracks on plasterboard,No,0.0223,Drift (%),,,,Consequential,
exp2109a,JIT-2021-THE,TFW,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 6.21%,0.0621,"University of Canterbury, New Zealand",quantifies the onset drifts for different damage thresholds under a unidirectional quasi-static cyclic loading,"1.details commonly used to construct interior partition walls in NZ buildings
 2. The specimen tested was oriented oblique to the loading direction and had multiple short wing-walls with one ‘L’-junction (in the west) and one Y-junction (in the east).
 3. 90x45 mm timber runners fastened to concrete slabs using anchor bolts HILTI® HUS3-H8 @ 600 mm c/c in the planar wall, and @430mm c/c in return walls
 4. timber studs (90 mm x 45 mm) were attached at a regular spacing of 600mm c/c to these runners by driving 3 nails at an angle (2 from one side and 1 from the other).
 5. The vertical joint at the south of the Y-junction was reinforced with 135o 0.55BMT (Base Metal Thickness) galvanized steel angles screwed to the studs
 6. A single layer of 13 mm thick gypsum plasterboard was attached to the studs as well as runners using GIB® grabber self-tapping drill point screws (6g x 25 mm) on both sides of the walls.
 7. The spacing between the screws was kept at 300 mm c/c along the boundaries and in the field of the partition wall
 8. the joints were plastered with two coats of GIB® Tradeset 90-minutes premium jointing compound, jointing tape and internal and external corner beads (/L-trims), where necessary.
 9. A final coat of plaster was applied with GIB® Trade Finish.",Timber frame exposed due to wider separation between plasterboards,Corner crushing and separation of adjacent plasterboards,No,0.0314,Drift (%),,,,Consequential,
exp2110a,JIT-2021-THE,TFW,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 6.21%,0.0621,"University of Canterbury, New Zealand",quantifies the onset drifts for different damage thresholds under a unidirectional quasi-static cyclic loading,"1.details commonly used to construct interior partition walls in NZ buildings
 2. The specimen tested was oriented oblique to the loading direction and had multiple short wing-walls with one ‘L’-junction (in the west) and one Y-junction (in the east).
 3. 90x45 mm timber runners fastened to concrete slabs using anchor bolts HILTI® HUS3-H8 @ 600 mm c/c in the planar wall, and @430mm c/c in return walls
 4. timber studs (90 mm x 45 mm) were attached at a regular spacing of 600mm c/c to these runners by driving 3 nails at an angle (2 from one side and 1 from the other).
 5. The vertical joint at the south of the Y-junction was reinforced with 135o 0.55BMT (Base Metal Thickness) galvanized steel angles screwed to the studs
 6. A single layer of 13 mm thick gypsum plasterboard was attached to the studs as well as runners using GIB® grabber self-tapping drill point screws (6g x 25 mm) on both sides of the walls.
 7. The spacing between the screws was kept at 300 mm c/c along the boundaries and in the field of the partition wall
 8. the joints were plastered with two coats of GIB® Tradeset 90-minutes premium jointing compound, jointing tape and internal and external corner beads (/L-trims), where necessary.
 9. A final coat of plaster was applied with GIB® Trade Finish.",Large cracks at corner of plasterboard,Timber frame exposed due to wider separation between plasterboards,No,0.0446,Drift (%),,,,Consequential,
exp2111a,JIT-2021-THE,TFW,NIST,C1011,N,,Internal partition walls,Full height,Fixed,Wood,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 6.21%,0.0621,"University of Canterbury, New Zealand",quantifies the onset drifts for different damage thresholds under a unidirectional quasi-static cyclic loading,"1.details commonly used to construct interior partition walls in NZ buildings
 2. The specimen tested was oriented oblique to the loading direction and had multiple short wing-walls with one ‘L’-junction (in the west) and one Y-junction (in the east).
 3. 90x45 mm timber runners fastened to concrete slabs using anchor bolts HILTI® HUS3-H8 @ 600 mm c/c in the planar wall, and @430mm c/c in return walls
 4. timber studs (90 mm x 45 mm) were attached at a regular spacing of 600mm c/c to these runners by driving 3 nails at an angle (2 from one side and 1 from the other).
 5. The vertical joint at the south of the Y-junction was reinforced with 135o 0.55BMT (Base Metal Thickness) galvanized steel angles screwed to the studs
 6. A single layer of 13 mm thick gypsum plasterboard was attached to the studs as well as runners using GIB® grabber self-tapping drill point screws (6g x 25 mm) on both sides of the walls.
 7. The spacing between the screws was kept at 300 mm c/c along the boundaries and in the field of the partition wall
 8. the joints were plastered with two coats of GIB® Tradeset 90-minutes premium jointing compound, jointing tape and internal and external corner beads (/L-trims), where necessary.
 9. A final coat of plaster was applied with GIB® Trade Finish.",Detachment of plasterboard from timber frame,Large cracks at corner of plasterboard,No,0.0608,Drift (%),,,,Consequential,
exp2112a,JIT-2023-SEI,Wall1,NIST,C1011,N,,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.03,"University of Canterbury, New Zealand","seismic performance of “rocking” internal
 partition walls with the dual-slot track (DST) and aluminium angles","1. partition wall specimens (1875 height, 2200 length) comprising DSTs were constructed between parallel concrete slabs. DST is constructed by tek-screwing two different widths of the tracks to provide sufficient slots for the studs and plasterboard to be placed.
 2. End studs: boxed steel studs with timber planks inserted at their ends. The 64 × 35 × 0.5 boxed endstuds with 100 × 58 × 32 mm timber planks placed at the ends of the studs
 3. Joint details: standard way with three layers of plaster (two layers of GIB® 45 mins Tradeset and final layer of multi GIB® Trade Finish) and paper tape.
 4. The top vertical gap provided is 16 mm.
 5. The studs and plasterboards not fastened to teh steel tracks. 
 6. One layer of plasterboard on each side
 7. Dual-slot track: Inner: 68 × 60 × 1 mm Outer:100 × 40 × 1 mm
 8. Studs @ 1 m crs (at wall ends and junctions only).
 9. Anchors: HILTI® HUS3-H8 concrete anchors @ 500mm centres
 10. Plasterboard screws: GIB® grabber self-tapping drill point screws (6g x 25 mm) @ 150 mm centres.
 11. Aluminium angle: 63 × 63 × 3 mm attached to DST with 4/8g-18 x 12mm button head selfdrilling screws",screw impressions,No prior damage,No,0.01,Drift (%),,,,Inconsequential,
exp2113a,JIT-2023-SEI,Wall1,NIST,C1011,N,,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.03,"University of Canterbury, New Zealand","seismic performance of “rocking” internal
 partition walls with the dual-slot track (DST) and aluminium angles","1. partition wall specimens (1875 height, 2200 length) comprising DSTs were constructed between parallel concrete slabs. DST is constructed by tek-screwing two different widths of the tracks to provide sufficient slots for the studs and plasterboard to be placed.
 2. End studs: boxed steel studs with timber planks inserted at their ends. The 64 × 35 × 0.5 boxed endstuds with 100 × 58 × 32 mm timber planks placed at the ends of the studs
 3. Joint details: standard way with three layers of plaster (two layers of GIB® 45 mins Tradeset and final layer of multi GIB® Trade Finish) and paper tape.
 4. The top vertical gap provided is 16 mm.
 5. The studs and plasterboards not fastened to teh steel tracks. 
 6. One layer of plasterboard on each side
 7. Dual-slot track: Inner: 68 × 60 × 1 mm Outer:100 × 40 × 1 mm
 8. Studs @ 1 m crs (at wall ends and junctions only).
 9. Anchors: HILTI® HUS3-H8 concrete anchors @ 500mm centres
 10. Plasterboard screws: GIB® grabber self-tapping drill point screws (6g x 25 mm) @ 150 mm centres.
 11. Aluminium angle: 63 × 63 × 3 mm attached to DST with 4/8g-18 x 12mm button head selfdrilling screws",localized stud bending,screw impressions,No,0.015,Drift (%),,,,Inconsequential,
exp2114a,JIT-2023-SEI,Wall1,NIST,C1011,N,,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.03,"University of Canterbury, New Zealand","seismic performance of “rocking” internal
 partition walls with the dual-slot track (DST) and aluminium angles","1. partition wall specimens (1875 height, 2200 length) comprising DSTs were constructed between parallel concrete slabs. DST is constructed by tek-screwing two different widths of the tracks to provide sufficient slots for the studs and plasterboard to be placed.
 2. End studs: boxed steel studs with timber planks inserted at their ends. The 64 × 35 × 0.5 boxed endstuds with 100 × 58 × 32 mm timber planks placed at the ends of the studs
 3. Joint details: standard way with three layers of plaster (two layers of GIB® 45 mins Tradeset and final layer of multi GIB® Trade Finish) and paper tape.
 4. The top vertical gap provided is 16 mm.
 5. The studs and plasterboards not fastened to teh steel tracks. 
 6. One layer of plasterboard on each side
 7. Dual-slot track: Inner: 68 × 60 × 1 mm Outer:100 × 40 × 1 mm
 8. Studs @ 1 m crs (at wall ends and junctions only).
 9. Anchors: HILTI® HUS3-H8 concrete anchors @ 500mm centres
 10. Plasterboard screws: GIB® grabber self-tapping drill point screws (6g x 25 mm) @ 150 mm centres.
 11. Aluminium angle: 63 × 63 × 3 mm attached to DST with 4/8g-18 x 12mm button head selfdrilling screws",Inelastic bending of aluminium angle,localized stud bending,No,0.0217,Drift (%),,,,Inconsequential,
exp2115a,JIT-2023-SEI,Wall2,NIST,C1011,N,,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.03,"University of Canterbury, New Zealand","seismic performance of “rocking” internal
 partition walls with the dual-slot track (DST) and aluminium angles","1. partition wall specimens (1875 height, 2200 length) comprising DSTs were constructed between parallel concrete slabs. DST is constructed by tek-screwing two different widths of the tracks to provide sufficient slots for the studs and plasterboard to be placed.
 2. End studs: standard steel studs
 3. Joint details: a 3 mm wide vertical joint between the plasterboards in Wall 2 was filled with sealant (Sikaflex®-400 Fire) to a depth of approximately 3 mm to allow independent rocking of the plasterboards
 4. The top vertical gap provided is 16 mm.
 5. The studs and plasterboards not fastened to teh steel tracks. 
 6. One layer of plasterboard on each side
 7. Dual-slot track: Inner: 68 × 60 × 1 mm Outer:100 × 40 × 1 mm
 8. Studs @ 1 m crs (at wall ends and junctions only).
 9. Anchors: HILTI® HUS3-H8 concrete anchors @ 500mm centres
 10. Plasterboard screws: GIB® grabber self-tapping drill point screws (6g x 25 mm) @ 150 mm centres.
 11. Aluminium angle: 63 × 63 × 3 mm attached to DST with 4/8g-18 x 12mm button head selfdrilling screws",screw impressions,No prior damage,No,0.01,Drift (%),,,,Inconsequential,
exp2116a,JIT-2023-SEI,Wall2,NIST,C1011,N,,Internal partition walls,Full height,Rocking,CFS,,Quasi-static reverse cyclic loading,FEMA 461,0.03,"University of Canterbury, New Zealand","seismic performance of “rocking” internal
 partition walls with the dual-slot track (DST) and aluminium angles","1. partition wall specimens (1875 height, 2200 length) comprising DSTs were constructed between parallel concrete slabs. DST is constructed by tek-screwing two different widths of the tracks to provide sufficient slots for the studs and plasterboard to be placed.
 2. End studs: standard steel studs
 3. Joint details: a 3 mm wide vertical joint between the plasterboards in Wall 2 was filled with sealant (Sikaflex®-400 Fire) to a depth of approximately 3 mm to allow independent rocking of the plasterboards
 4. The top vertical gap provided is 16 mm.
 5. The studs and plasterboards not fastened to teh steel tracks. 
 6. One layer of plasterboard on each side
 7. Dual-slot track: Inner: 68 × 60 × 1 mm Outer:100 × 40 × 1 mm
 8. Studs @ 1 m crs (at wall ends and junctions only).
 9. Anchors: HILTI® HUS3-H8 concrete anchors @ 500mm centres
 10. Plasterboard screws: GIB® grabber self-tapping drill point screws (6g x 25 mm) @ 150 mm centres.
 11. Aluminium angle: 63 × 63 × 3 mm attached to DST with 4/8g-18 x 12mm button head selfdrilling screws",localized stud bending,screw impressions,No,0.01,Drift (%),,,,Inconsequential,
