id,ref_id,reviewer,source,basis,type,load_protocol,num_observations,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,location,edp,edp_unit,ds_rank,ds_description,median,beta,probability
893,D5092.033k,Dustin,FEMA P-58,,,,,D5092,Diesel generator,,,,,Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.,,Peak Floor Acceleration,g,3.0,"Damaged, inoperative but anchorage is OK. Minor electrical damage, e.g., failed relay.",2.0,0.2,0.1
894,D5092.033k,Dustin,FEMA P-58,,,,,D5092,Diesel generator,,,,,Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.,,Peak Floor Acceleration,g,4.0,"Damaged, inoperative but anchorage is OK. Exhaust line disconnected at expansion bellows.",2.0,0.2,0.1
895,D5092.033l,Dustin,FEMA P-58,,,,,D5092,Diesel generator,,,,,Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
896,D5092.033l,Dustin,FEMA P-58,,,,,D5092,Diesel generator,,,,,Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
897,D5092.033l,Dustin,FEMA P-58,,,,,D5092,Diesel generator,,,,,Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,,Peak Floor Acceleration,g,3.0,"Damaged, Inoperative but anchorage is OK",,,0.4
898,D5092.033l,Dustin,FEMA P-58,,,,,D5092,Diesel generator,,,,,Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,,Peak Floor Acceleration,g,4.0,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
899,D5092.033l,Dustin,FEMA P-58,,,,,D5092,Diesel generator,,,,,Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,,Peak Floor Acceleration,g,5.0,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
900,E2022.001,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,Modular office work stations. - Unanchored and installed per manufacturer's recommendations on a carpeted floor.,,Peak Floor Acceleration,g,1.0,Wall units need to be adjusted and straightened.  Some elements are bent / damaged and need to be replaced.  ,1.0,0.4,1.0
901,E2022.010,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Unsecured fragile objects on shelves, unknown restraint - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.",,Peak Floor Acceleration,g,1.0,Object falls off shelf or shelf overturns and object breaks or object breaks within cabinet.,0.4,0.6,1.0
902,E2022.011,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Fragile contents secured by museum putty, Velcro or other weak but sticky stuff - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.",,Peak Floor Acceleration,g,1.0,Object falls off shelf or shelf overturns and object breaks or object breaks within cabinet.,1.0,0.5,1.0
903,E2022.012,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,Fragile contents on shelves in storage cabinets with latches - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.,,Peak Floor Acceleration,g,1.0,Object falls off shelf or shelf overturns and object breaks or object breaks within cabinet.,0.6,0.6,1.0
904,E2022.013,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Unsecured fragile objects on shelves, low friction surface - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.",,Peak Floor Acceleration,g,1.0,Object falls off shelf or shelf overturns and object breaks or object breaks within cabinet.,0.25,0.5,1.0
905,E2022.020,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Home entertainment equipment, unknown installation - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.",,Peak Floor Acceleration,g,1.0,"Falls, does not function.",0.8,0.45,1.0
906,E2022.021,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,Electronic equipment on wall mount brackets - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.,,Peak Floor Acceleration,g,1.0,"Falls, does not function.",2.5,0.5,1.0
907,E2022.022,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Desktop electronics including computers, monitors, stereos, etc on a slip resistant surface - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.",,Peak Floor Acceleration,g,1.0,"Falls, does not function.",1.0,0.5,1.0
908,E2022.023,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Desktop electronics including computers, monitors, stereos, etc, smooth surface - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.",,Peak Floor Acceleration,g,1.0,"Falls, does not function.",0.4,0.5,1.0
909,E2022.102a,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 2 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 29"" tall",,Peak Floor Velocity,meter/sec,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,0.724,0.5,1.0
910,E2022.102b,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 2 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 29"" tall.",,Peak Floor Acceleration,g,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,,,1.0
911,E2022.103a,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 3 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 41"" tall",,Peak Floor Velocity,meter/sec,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,0.493,0.5,1.0
912,E2022.103b,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 3 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 41"" tall.",,Peak Floor Acceleration,g,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,,,1.0
913,E2022.104a,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 4 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 56"" tall",,Peak Floor Velocity,meter/sec,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,0.361,0.5,1.0
914,E2022.104b,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 4 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 56"" tall.",,Peak Floor Acceleration,g,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,,,1.0
915,E2022.105a,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 5 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 71"" tall",,Peak Floor Velocity,meter/sec,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,0.29,0.5,1.0
916,E2022.105b,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 5 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 71"" tall.",,Peak Floor Acceleration,g,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,,,1.0
917,E2022.106a,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 6 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 81-1/4"" tall",,Peak Floor Velocity,meter/sec,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,0.251,0.5,1.0
918,E2022.106b,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 6 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 81-1/4"" tall.",,Peak Floor Acceleration,g,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,,,1.0
919,E2022.112a,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Vertical Filing Cabinet, 2 drawer, unanchored laterally - Filing cabinet, unanchored laterally. Cabinet has 2 drawers and is 15"" deep x 24"" tall",,Peak Floor Velocity,meter/sec,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,1.229,0.5,1.0
920,E2022.112b,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Vertical Filing Cabinet, 2 drawer, anchored laterally - Filing cabinet, anchored laterally. Cabinet has 2 drawers and is 15"" deep x 24"" tall",,Peak Floor Velocity,meter/sec,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,,,1.0
921,E2022.114a,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Vertical Filing Cabinet, 4 drawer, unanchored laterally - Filing cabinet, unanchored laterally. Cabinet has 4 drawers and is 15"" deep x 52"" tall",,Peak Floor Velocity,meter/sec,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,0.498,0.5,1.0
922,E2022.114b,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Vertical Filing Cabinet, 4 drawer, anchored laterally - Filing cabinet, anchored laterally. Cabinet has 4 drawers and is 15"" deep x 52"" tall",,Peak Floor Velocity,meter/sec,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,,,1.0
923,E2022.124a,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Lateral Filing Cabinet, 2 drawer, unanchored laterally - Filing cabinet, unanchored laterally. Cabinet has 4 drawers and is 18.6"" deep x 52.5"" tall",,Peak Floor Velocity,meter/sec,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,0.688,0.5,1.0
924,E2022.124b,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Lateral Filing Cabinet, 2 drawer, anchored laterally - Filing cabinet, anchored laterally. Cabinet has 4 drawers and is 18.6"" deep x 52.5"" tall",,Peak Floor Acceleration,g,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,,,1.0
925,E2022.125a,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Lateral Filing Cabinet, 4 drawer, unanchored laterally - Filing cabinet, unanchored laterally. Cabinet has 5 drawers and is 18.6"" deep x 67.75"" tall",,Peak Floor Velocity,meter/sec,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,0.526,0.5,1.0
926,E2022.125b,Dustin,FEMA P-58,,,,,E2022,Contents,,,,,"Lateral Filing Cabinet, 4 drawer, anchored laterally - Filing cabinet, anchored laterally. Cabinet has 5 drawers and is 18.6"" deep x 67.75"" tall",,Peak Floor Acceleration,g,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,,,1.0
927,F1012.001,Dustin,FEMA P-58,,,,,F1012,Storage racks,,,,,"Storage racks designed and installed before 2007, big box retail (12' to 15' tall) - Standard pallet back to back storage rack. Three to five levels tall with total height from 15 to 20 ft. Costing assumes one single side access rack. Costing of rack and restocking based upon 50 LF of rack. Costing of rack contents to be furnished by user.",,Peak Floor Acceleration,g,1.0,Significant merchandise shedding from rack shelves.,0.42,0.4,0.6
928,F1012.001,Dustin,FEMA P-58,,,,,F1012,Storage racks,,,,,"Storage racks designed and installed before 2007, big box retail (12' to 15' tall) - Standard pallet back to back storage rack. Three to five levels tall with total height from 15 to 20 ft. Costing assumes one single side access rack. Costing of rack and restocking based upon 50 LF of rack. Costing of rack contents to be furnished by user.",,Peak Floor Acceleration,g,2.0,Significant structural damage to rack structure.,0.42,0.4,0.4
929,D2021.011a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,1.5,0.4,1.0
930,D2021.011a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe. ,2.6,0.4,1.0
931,D2021.011b,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 1 failure per 1000 feet of pipe.,1.5,0.4,1.0
932,D2021.011b,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Vertical Brace Failure - 1 failure per 1000 feet of pipe.,2.6,0.4,1.0
933,D2021.012a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,1.5,0.4,1.0
934,D2021.012a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,2.6,0.4,1.0
935,D2021.012b,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 1 failure per 1000 feet of pipe.,1.5,0.4,1.0
936,D2021.012b,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Vertical Brace Failure - 1 failure per 1000 feet of pipe.,2.6,0.4,1.0
937,D2021.013a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,2.25,0.4,1.0
938,D2021.013a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,4.1,0.4,1.0
939,D2021.013b,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 1 failure per 1000 feet of pipe.,1.5,0.4,1.0
940,D2021.014a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,2.25,0.4,1.0
941,D2021.014a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,4.1,0.4,1.0
942,D2021.014b,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 1 failure per 1000 feet of pipe.,1.5,0.4,1.0
943,D2021.021a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC A or B, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,1.5,0.4,1.0
944,D2021.021a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC A or B, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe. ,2.6,0.4,1.0
945,D2021.022a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC C, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,1.5,0.4,1.0
946,D2021.022a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC C, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe. ,2.6,0.4,1.0
947,D2021.023a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,2.25,0.4,1.0
948,D2021.023a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,4.1,0.4,1.0
949,D2021.023b,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 1 failure per 1000 feet of pipe.,1.5,0.4,1.0
950,D2021.023b,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Vertical Brace Failure - 1 failure per 1000 feet of pipe.,2.25,0.4,1.0
951,D2021.024a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F (OSPHD or sim), PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,2.25,0.4,1.0
952,D2021.024a,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F (OSPHD or sim), PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,4.1,0.4,1.0
953,D2021.024b,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F (OSPHD or sim), BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 1 failure per 1000 feet of pipe.,1.5,0.4,1.0
954,D2021.024b,Dustin,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F (OSPHD or sim), BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Vertical Brace Failure - 1 failure per 1000 feet of pipe.,2.25,0.4,1.0
955,D2022.011a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Small Leakage at joints - 1 leak per 1000 feet of pipe.,0.55,,1.0
956,D2022.011a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Large Leakage w/ major repair  - 1 leak per 1000 feet of pipe.,1.1,,1.0
957,D2022.011b,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,1.2,,1.0
958,D2022.011b,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Multiple supports failure and 60 feet of pipe fail per 1000 feet of pipe (assuming supports every 20 feet).,2.4,,1.0
959,D2022.012a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Small Leakage at joints - 1 leak per 1000 feet of pipe.,0.55,,1.0
960,D2022.012a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Large Leakage w/ major repair  - 1 leak per 1000 feet of pipe.,1.1,,1.0
961,D2022.012b,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,1.2,,1.0
962,D2022.012b,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Multiple supports failure and 60 feet of pipe fail per 1000 feet of pipe (assuming supports every 20 feet).,2.4,,1.0
963,D2022.013a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Small Leakage at joints - 1 leak per 1000 feet of pipe.,0.55,,1.0
964,D2022.013a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Large Leakage w/ major repair - 1 leak per 1000 feet of pipe.,1.1,,1.0
965,D2022.013b,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,2.25,,1.0
966,D2022.014a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Small Leakage at joints - 1 leak per 1000 feet of pipe.,0.55,,1.0
967,D2022.014a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Large Leakage w/ major repair - 1 leak per 1000 feet of pipe.,1.1,,1.0
968,D2022.014b,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,3.0,,1.0
969,D2022.021a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC A or B, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000  feet of pipe.,1.5,,1.0
