id,reference_id,reviewer,source,basis,type,load_protocol,num_observations,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,location,edp,edp_unit,ds_rank,ds_description,median,beta,probability
fra1899a,D5092.033l,NIST,FEMA P-58,,,,,D5092,Diesel generator,,,,,Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,,Peak Floor Acceleration,g,5.0,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
fra1900a,E2022.001,NIST,FEMA P-58,,,,,E2022,Contents,,,,,Modular office work stations. - Unanchored and installed per manufacturer's recommendations on a carpeted floor.,,Peak Floor Acceleration,g,1.0,Wall units need to be adjusted and straightened.  Some elements are bent / damaged and need to be replaced.  ,1.0,0.4,1.0
fra1901a,E2022.010,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Unsecured fragile objects on shelves, unknown restraint - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.",,Peak Floor Acceleration,g,1.0,Object falls off shelf or shelf overturns and object breaks or object breaks within cabinet.,0.4,0.6,1.0
fra1902a,E2022.011,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Fragile contents secured by museum putty, Velcro or other weak but sticky stuff - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.",,Peak Floor Acceleration,g,1.0,Object falls off shelf or shelf overturns and object breaks or object breaks within cabinet.,1.0,0.5,1.0
fra1903a,E2022.012,NIST,FEMA P-58,,,,,E2022,Contents,,,,,Fragile contents on shelves in storage cabinets with latches - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.,,Peak Floor Acceleration,g,1.0,Object falls off shelf or shelf overturns and object breaks or object breaks within cabinet.,0.6,0.6,1.0
fra1904a,E2022.013,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Unsecured fragile objects on shelves, low friction surface - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.",,Peak Floor Acceleration,g,1.0,Object falls off shelf or shelf overturns and object breaks or object breaks within cabinet.,0.25,0.5,1.0
fra1905a,E2022.020,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Home entertainment equipment, unknown installation - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.",,Peak Floor Acceleration,g,1.0,"Falls, does not function.",0.8,0.45,1.0
fra1906a,E2022.021,NIST,FEMA P-58,,,,,E2022,Contents,,,,,Electronic equipment on wall mount brackets - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.,,Peak Floor Acceleration,g,1.0,"Falls, does not function.",2.5,0.5,1.0
fra1907a,E2022.022,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Desktop electronics including computers, monitors, stereos, etc on a slip resistant surface - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.",,Peak Floor Acceleration,g,1.0,"Falls, does not function.",1.0,0.5,1.0
fra1908a,E2022.023,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Desktop electronics including computers, monitors, stereos, etc, smooth surface - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.",,Peak Floor Acceleration,g,1.0,"Falls, does not function.",0.4,0.5,1.0
fra1909a,E2022.102a,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 2 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 29"" tall",,Peak Floor Velocity,meter/sec,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,0.724,0.5,1.0
fra1910a,E2022.102b,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 2 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 29"" tall.",,Peak Floor Acceleration,g,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,,,1.0
fra1911a,E2022.103a,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 3 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 41"" tall",,Peak Floor Velocity,meter/sec,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,0.493,0.5,1.0
fra1912a,E2022.103b,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 3 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 41"" tall.",,Peak Floor Acceleration,g,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,,,1.0
fra1913a,E2022.104a,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 4 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 56"" tall",,Peak Floor Velocity,meter/sec,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,0.361,0.5,1.0
fra1914a,E2022.104b,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 4 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 56"" tall.",,Peak Floor Acceleration,g,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,,,1.0
fra1915a,E2022.105a,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 5 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 71"" tall",,Peak Floor Velocity,meter/sec,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,0.29,0.5,1.0
fra1916a,E2022.105b,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 5 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 71"" tall.",,Peak Floor Acceleration,g,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,,,1.0
fra1917a,E2022.106a,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 6 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 81-1/4"" tall",,Peak Floor Velocity,meter/sec,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,0.251,0.5,1.0
fra1918a,E2022.106b,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Bookcase, 6 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 81-1/4"" tall.",,Peak Floor Acceleration,g,1.0,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,,,1.0
fra1919a,E2022.112a,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Vertical Filing Cabinet, 2 drawer, unanchored laterally - Filing cabinet, unanchored laterally. Cabinet has 2 drawers and is 15"" deep x 24"" tall",,Peak Floor Velocity,meter/sec,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,1.229,0.5,1.0
fra1920a,E2022.112b,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Vertical Filing Cabinet, 2 drawer, anchored laterally - Filing cabinet, anchored laterally. Cabinet has 2 drawers and is 15"" deep x 24"" tall",,Peak Floor Velocity,meter/sec,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,,,1.0
fra1921a,E2022.114a,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Vertical Filing Cabinet, 4 drawer, unanchored laterally - Filing cabinet, unanchored laterally. Cabinet has 4 drawers and is 15"" deep x 52"" tall",,Peak Floor Velocity,meter/sec,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,0.498,0.5,1.0
fra1922a,E2022.114b,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Vertical Filing Cabinet, 4 drawer, anchored laterally - Filing cabinet, anchored laterally. Cabinet has 4 drawers and is 15"" deep x 52"" tall",,Peak Floor Velocity,meter/sec,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,,,1.0
fra1923a,E2022.124a,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Lateral Filing Cabinet, 2 drawer, unanchored laterally - Filing cabinet, unanchored laterally. Cabinet has 4 drawers and is 18.6"" deep x 52.5"" tall",,Peak Floor Velocity,meter/sec,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,0.688,0.5,1.0
fra1924a,E2022.124b,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Lateral Filing Cabinet, 2 drawer, anchored laterally - Filing cabinet, anchored laterally. Cabinet has 4 drawers and is 18.6"" deep x 52.5"" tall",,Peak Floor Acceleration,g,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,,,1.0
fra1925a,E2022.125a,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Lateral Filing Cabinet, 4 drawer, unanchored laterally - Filing cabinet, unanchored laterally. Cabinet has 5 drawers and is 18.6"" deep x 67.75"" tall",,Peak Floor Velocity,meter/sec,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,0.526,0.5,1.0
fra1926a,E2022.125b,NIST,FEMA P-58,,,,,E2022,Contents,,,,,"Lateral Filing Cabinet, 4 drawer, anchored laterally - Filing cabinet, anchored laterally. Cabinet has 5 drawers and is 18.6"" deep x 67.75"" tall",,Peak Floor Acceleration,g,1.0,Filing cabinet falls over and contents are scattered.  Likely damage to file cabinet.  ,,,1.0
fra1927a,F1012.001,NIST,FEMA P-58,,,,,F1012,Storage racks,,,,,"Storage racks designed and installed before 2007, big box retail (12' to 15' tall) - Standard pallet back to back storage rack. Three to five levels tall with total height from 15 to 20 ft. Costing assumes one single side access rack. Costing of rack and restocking based upon 50 LF of rack. Costing of rack contents to be furnished by user.",,Peak Floor Acceleration,g,1.0,Significant merchandise shedding from rack shelves.,0.42,0.4,0.6
fra1928a,F1012.001,NIST,FEMA P-58,,,,,F1012,Storage racks,,,,,"Storage racks designed and installed before 2007, big box retail (12' to 15' tall) - Standard pallet back to back storage rack. Three to five levels tall with total height from 15 to 20 ft. Costing assumes one single side access rack. Costing of rack and restocking based upon 50 LF of rack. Costing of rack contents to be furnished by user.",,Peak Floor Acceleration,g,2.0,Significant structural damage to rack structure.,0.42,0.4,0.4
fra1929a,D2021.011a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,1.5,0.4,1.0
fra1930a,D2021.011a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe. ,2.6,0.4,1.0
fra1931a,D2021.011b,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 1 failure per 1000 feet of pipe.,1.5,0.4,1.0
fra1932a,D2021.011b,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Vertical Brace Failure - 1 failure per 1000 feet of pipe.,2.6,0.4,1.0
fra1933a,D2021.012a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,1.5,0.4,1.0
fra1934a,D2021.012a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,2.6,0.4,1.0
fra1935a,D2021.012b,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 1 failure per 1000 feet of pipe.,1.5,0.4,1.0
fra1936a,D2021.012b,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Vertical Brace Failure - 1 failure per 1000 feet of pipe.,2.6,0.4,1.0
fra1937a,D2021.013a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,2.25,0.4,1.0
fra1938a,D2021.013a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,4.1,0.4,1.0
fra1939a,D2021.013b,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 1 failure per 1000 feet of pipe.,1.5,0.4,1.0
fra1940a,D2021.014a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,2.25,0.4,1.0
fra1941a,D2021.014a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,4.1,0.4,1.0
fra1942a,D2021.014b,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 1 failure per 1000 feet of pipe.,1.5,0.4,1.0
fra1943a,D2021.021a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC A or B, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,1.5,0.4,1.0
fra1944a,D2021.021a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC A or B, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe. ,2.6,0.4,1.0
fra1945a,D2021.022a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC C, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,1.5,0.4,1.0
fra1946a,D2021.022a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC C, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe. ,2.6,0.4,1.0
fra1947a,D2021.023a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,2.25,0.4,1.0
fra1948a,D2021.023a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,4.1,0.4,1.0
fra1949a,D2021.023b,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 1 failure per 1000 feet of pipe.,1.5,0.4,1.0
fra1950a,D2021.023b,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Vertical Brace Failure - 1 failure per 1000 feet of pipe.,2.25,0.4,1.0
fra1951a,D2021.024a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F (OSPHD or sim), PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,2.25,0.4,1.0
fra1952a,D2021.024a,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F (OSPHD or sim), PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,4.1,0.4,1.0
fra1953a,D2021.024b,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F (OSPHD or sim), BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 1 failure per 1000 feet of pipe.,1.5,0.4,1.0
fra1954a,D2021.024b,NIST,FEMA P-58,,,,,D2021,Potable Piping,,,,,"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F (OSPHD or sim), BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments.",,Peak Floor Acceleration,g,2.0,Vertical Brace Failure - 1 failure per 1000 feet of pipe.,2.25,0.4,1.0
fra1955a,D2022.011a,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Small Leakage at joints - 1 leak per 1000 feet of pipe.,0.55,,1.0
fra1956a,D2022.011a,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Large Leakage w/ major repair  - 1 leak per 1000 feet of pipe.,1.1,,1.0
fra1957a,D2022.011b,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,1.2,,1.0
fra1958a,D2022.011b,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Multiple supports failure and 60 feet of pipe fail per 1000 feet of pipe (assuming supports every 20 feet).,2.4,,1.0
fra1959a,D2022.012a,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Small Leakage at joints - 1 leak per 1000 feet of pipe.,0.55,,1.0
fra1960a,D2022.012a,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Large Leakage w/ major repair  - 1 leak per 1000 feet of pipe.,1.1,,1.0
fra1961a,D2022.012b,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,1.2,,1.0
fra1962a,D2022.012b,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Multiple supports failure and 60 feet of pipe fail per 1000 feet of pipe (assuming supports every 20 feet).,2.4,,1.0
fra1963a,D2022.013a,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Small Leakage at joints - 1 leak per 1000 feet of pipe.,0.55,,1.0
fra1964a,D2022.013a,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Large Leakage w/ major repair - 1 leak per 1000 feet of pipe.,1.1,,1.0
fra1965a,D2022.013b,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,2.25,,1.0
fra1966a,D2022.014a,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Small Leakage at joints - 1 leak per 1000 feet of pipe.,0.55,,1.0
fra1967a,D2022.014a,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Large Leakage w/ major repair - 1 leak per 1000 feet of pipe.,1.1,,1.0
fra1968a,D2022.014b,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,3.0,,1.0
fra1969a,D2022.021a,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC A or B, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000  feet of pipe.,1.5,,1.0
fra1970a,D2022.021a,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC A or B, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,2.6,,1.0
fra1971a,D2022.022a,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC C, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000  feet of pipe. ,1.5,,1.0
fra1972a,D2022.022a,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC C, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,2.6,,1.0
fra1973a,D2022.023a,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000  feet of pipe. ,2.25,,1.0
fra1974a,D2022.023a,NIST,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,4.1,,1.0
